ID,Nom,Email,Rôle,Téléphone,Pays,Ville,Date de naissance,Centres d'intérêt
7200,Lamia Guizani,lamia.guizani756@yahoo.fr,apprenant,+21627998416,Tunisie,Kébili,1988-09-27,"Leadership, Certification, Mentoring, Intelligence artificielle"
7201,Wided Jouini,wided.jouini455@yahoo.fr,apprenant,+21652950240,Tunisie,Sidi Bouzid,2005-08-26,"Stratégie d'entreprise, Cybersécurité, Leadership, Cloud computing, Développement web"
7202,Zohra Fourati,zohra.fourati14@topnet.tn,apprenant,+21653600891,Tunisie,Tunis,1993-09-08,"Machine learning, E-commerce"
7203,Karima Ghanmi,karima.ghanmi423@outlook.com,apprenant,+21693004401,Tunisie,Kairouan,1985-10-20,"Conseil, Machine learning, Agile, Développement web"
7204,Bassem Bouaziz,bassem.bouaziz197@orange.tn,apprenant,+21651486825,Tunisie,Mahdia,2002-12-18,"IoT, Coaching, Conseil, Développement web"
7205,Tarek Ktari,tarek.ktari265@live.com,apprenant,+21626404841,Tunisie,Ariana,1985-09-23,"Formation professionnelle, Leadership"
7206,Hatem Nasri,hatem.nasri694@outlook.com,apprenant,+21651290105,Tunisie,Gafsa,1998-09-24,"Audit, Machine learning"
7031,Rami Dridi,rami.dridi640@gmail.com,formateur,+21654284130,Tunisie,Jendouba,1991-02-15,"Finance, Agile, Intelligence artificielle, DevOps, Stratégie d'entreprise, Développement web"
7032,Khadija Hamza,khadija.hamza457@live.com,formateur,+21659302345,Tunisie,Gafsa,1964-08-26,"ITIL, Finance, Machine learning, Digital transformation, Ressources humaines"
7033,Amine Dhouib,amine.dhouib987@gmail.com,formateur,+21650689451,Tunisie,Manouba,1965-01-05,"Coaching, Lean management, Ressources humaines"
7034,Salma Kammoun,salma.kammoun730@outlook.com,formateur,+21655848068,Tunisie,Béja,1976-02-24,"Intelligence artificielle, Digital transformation, IoT"
7035,Myriam Mejri,myriam.mejri659@live.com,formateur,+21620240531,Tunisie,Kairouan,1978-06-15,"Agile, Business intelligence"
7036,Maher Mestiri,maher.mestiri892@topnet.tn,formateur,+21697631641,Tunisie,Manouba,1967-05-11,"Marketing digital, Intelligence artificielle, Analyse de données, Blockchain"
7037,Khadija Hmida,khadija.hmida781@laposte.net,formateur,+21620908939,Tunisie,Tataouine,1979-08-05,"Audit, Entrepreneuriat, Digital transformation"
7038,Taoufik Mrad,taoufik.mrad749@yahoo.fr,formateur,+21690094642,Tunisie,Kairouan,1974-12-13,"Leadership, Informatique"
7039,Chedly Ghanmi,chedly.ghanmi667@live.com,formateur,+21627256270,Tunisie,Le Kef,1983-04-09,"Intelligence artificielle, Entrepreneuriat, Business intelligence, Blockchain, Communication, DevOps"
7040,Nabil Gabsi,nabil.gabsi320@outlook.com,formateur,+21628390175,Tunisie,Nabeul,1994-06-18,"Veille technologique, Innovation, Développement web, Technologie"
7041,Zeineb Dali,zeineb.dali233@gmail.com,formateur,+21650686891,Tunisie,Sousse,1991-03-31,"Digital transformation, ITIL"
7042,Kenza Dhouib,kenza.dhouib920@outlook.com,formateur,+21656972181,Tunisie,Jendouba,1971-08-06,"Certification, Qualité, Finance, DevOps, Innovation, Gestion de projet"
7043,Nesrine Fatnassi,nesrine.fatnassi992@topnet.tn,formateur,+21624868287,Tunisie,Ben Arous,1979-06-06,"Qualité, Veille technologique, Analyse de données"
7044,Emad Fatnassi,emad.fatnassi486@hotmail.com,formateur,+21693568041,Tunisie,Tunis,1985-11-14,"Informatique, Ressources humaines, Business intelligence"
7045,Lassad Jazi,lassad.jazi379@orange.tn,formateur,+21657312634,Tunisie,Jendouba,1968-09-27,"Business intelligence, Audit, Conseil, Communication"
7046,Mehdi Layouni,mehdi.layouni240@orange.tn,formateur,+21657524433,Tunisie,Sfax,1981-07-11,"Leadership, ITIL, Entrepreneuriat, Formation professionnelle"
7047,Nabil Derbali,nabil.derbali528@gmail.com,formateur,+21694067199,Tunisie,Sidi Bouzid,1982-02-22,"Coaching, Agile, Digital transformation, Stratégie d'entreprise, Certification"
7048,Salah Bouhamed,salah.bouhamed746@orange.tn,formateur,+21625031827,Tunisie,Tozeur,1961-04-07,"Gestion de projet, ITIL, Ressources humaines, Leadership, Finance, Cloud computing"
7049,Maroua Marzouki,maroua.marzouki708@hotmail.com,formateur,+21620364657,Tunisie,Bizerte,1990-10-20,"DevOps, Marketing digital, Coaching, Management, Mentoring, Leadership"
7050,Youssef Ouali,youssef.ouali467@hotmail.com,formateur,+21655260116,Tunisie,Médenine,1967-12-11,"Communication, Marketing digital"
7051,Sonia Fourati,sonia.fourati965@outlook.com,formateur,+21693615397,Tunisie,Siliana,1992-12-09,"Innovation, E-commerce, Cloud computing, Marketing digital, Lean management, Conseil"
7052,Latifa Fkih,latifa.fkih559@outlook.com,formateur,+21625824531,Tunisie,Béja,1960-07-14,"Communication, Cloud computing, Audit, Agile, Cybersécurité, Digital transformation"
7053,Yasmine Dali,yasmine.dali338@gmail.com,formateur,+21628090044,Tunisie,Le Kef,1969-11-17,"IoT, Ressources humaines, Agile, Conseil, Digital transformation, Mentoring"
7054,Dali Hassen,dali.hassen912@live.com,formateur,+21623769276,Tunisie,Tunis,1979-10-16,"Formation professionnelle, Lean management, Ressources humaines, Innovation, Marketing digital, Audit"
7055,Lassad Mejri,lassad.mejri711@laposte.net,formateur,+21656224456,Tunisie,Kasserine,1962-07-16,"IoT, DevOps, Machine learning"
7056,Ghada Bouaziz,ghada.bouaziz554@yahoo.fr,formateur,+21629385071,Tunisie,Tozeur,1972-04-21,"Mentoring, Management, Audit, IoT, Agile, Blockchain"
7057,Amel Guesmi,amel.guesmi986@topnet.tn,formateur,+21623833284,Tunisie,Médenine,1993-01-08,"Qualité, ITIL, Digital transformation"
7058,Wassim Mrad,wassim.mrad333@orange.tn,formateur,+21694380039,Tunisie,Tataouine,1986-05-03,"Développement web, Innovation, Conseil, Digital transformation, Blockchain"
7059,Moez Laabidi,moez.laabidi111@topnet.tn,formateur,+21651554902,Tunisie,Tozeur,1971-01-07,"Cloud computing, Communication, IoT, Technologie, Gestion de projet, Cybersécurité"
7060,Nabil Layouni,nabil.layouni221@outlook.com,formateur,+21691750989,Tunisie,Sousse,1964-09-16,"Analyse de données, Audit, Finance, Cybersécurité, DevOps"
7061,Nader Fatnassi,nader.fatnassi63@orange.tn,formateur,+21659080226,Tunisie,Ben Arous,1992-08-22,"Cybersécurité, Marketing digital, Innovation"
