ID,Nom,Email,Rôle,Téléphone,Pays,Ville,Date de naissance,Centres d'intérêt
13963,Mehdi Sellami,mehdi.sellami429@gmail.com,formateur,+21652456933,Tunisie,Tozeur,1994-11-07,"ITIL, E-commerce, Intelligence artificielle, IoT, DevOps, Digital transformation"
13964,Yassine Ghanmi,yassine.ghanmi518@orange.tn,formateur,+21653675684,Tunisie,Le Kef,1978-01-17,"Cloud computing, Veille technologique, Stratégie d'entreprise, Informatique, Audit, Qualité"
13965,Sami Mansouri,sami.mansouri839@gmail.com,formateur,+21621155148,Tunisie,Manouba,1967-12-16,"Veille technologique, Digital transformation, Cloud computing"
13966,Dali Hmida,dali.hmida493@outlook.com,formateur,+21699988386,Tunisie,Ben Arous,1964-05-14,"IoT, Finance, Analyse de données, Stratégie d'entreprise"
13967,Maroua Bouaziz,maroua.bouaziz644@outlook.com,formateur,+21623756340,Tunisie,Zaghouan,1995-10-05,"Business intelligence, Coaching, IoT"
13968,Walid Chaieb,walid.chaieb680@outlook.com,formateur,+21629500497,Tunisie,Sfax,1964-11-08,"Entrepreneuriat, Cybersécurité"
13969,Hiba Khedher,hiba.khedher983@laposte.net,formateur,+21692029180,Tunisie,Tataouine,1993-04-02,"Cloud computing, Digital transformation, Qualité, Stratégie d'entreprise, Marketing digital, Cybersécurité"
13970,Mohamed Miled,mohamed.miled984@live.com,formateur,+21624800514,Tunisie,Monastir,1990-09-01,"Communication, Mentoring, Gestion de projet, Audit, Coaching, Veille technologique"
13971,Intissar Kammoun,intissar.kammoun254@gmail.com,formateur,+21695128358,Tunisie,Le Kef,1985-07-23,"DevOps, Machine learning, Mentoring, Finance, Informatique, Entrepreneuriat"
13972,Bassem Hleli,bassem.hleli863@laposte.net,formateur,+21620651305,Tunisie,Sfax,1970-01-13,"Communication, Veille technologique, IoT, Lean management, Informatique"
13973,Dali Neffati,dali.neffati809@hotmail.com,formateur,+21655274475,Tunisie,Zaghouan,1974-07-20,"Machine learning, ITIL, Business intelligence"
13974,Farah Trabelsi,farah.trabelsi168@outlook.com,formateur,+21651242487,Tunisie,Le Kef,1983-10-01,"Informatique, Finance"
13975,Samir Ben Ali,samir.ben.ali727@gmail.com,formateur,+21652129904,Tunisie,Bizerte,1964-12-07,"E-commerce, Intelligence artificielle"
13976,Dalila Jebali,dalila.jebali446@topnet.tn,formateur,+21652354588,Tunisie,Tunis,1985-11-01,"Gestion de projet, Développement web, Qualité"
13977,Bochra Khlif,bochra.khlif785@hotmail.com,formateur,+21699809822,Tunisie,Kébili,1994-05-08,"Informatique, Agile, Blockchain"
13978,Emna Mestiri,emna.mestiri19@hotmail.com,formateur,+21626945003,Tunisie,Gabès,1986-09-16,"Stratégie d'entreprise, Leadership, Finance, Veille technologique, Conseil"
13979,Hiba Trabelsi,hiba.trabelsi902@live.com,formateur,+21655325588,Tunisie,Siliana,1981-05-10,"Entrepreneuriat, Technologie, Lean management, Management, Innovation, Agile"
13980,Samir Chedly,samir.chedly230@laposte.net,formateur,+21693192079,Tunisie,Médenine,1984-11-18,"Mentoring, Cloud computing"
13981,Amel Feriani,amel.feriani740@orange.tn,formateur,+21651318445,Tunisie,Le Kef,1991-07-06,"Qualité, Business intelligence, Gestion de projet, Certification, Intelligence artificielle"
13982,Lassad Jebali,lassad.jebali415@hotmail.com,formateur,+21695374833,Tunisie,Jendouba,1963-10-20,"Machine learning, Entrepreneuriat"
13983,Kais Mestiri,kais.mestiri848@outlook.com,formateur,+21625365628,Tunisie,Ben Arous,1976-06-19,"Leadership, Audit"
13984,Youssef Kchir,youssef.kchir338@laposte.net,formateur,+21652137341,Tunisie,Gafsa,1983-04-25,"Coaching, DevOps"
13985,Omar Hamdi,omar.hamdi945@topnet.tn,formateur,+21656921281,Tunisie,Mahdia,1979-07-22,"Communication, Gestion de projet"
13986,Ines Trabelsi,ines.trabelsi500@outlook.com,formateur,+21694111258,Tunisie,Sidi Bouzid,1970-05-13,"Audit, Formation professionnelle"
13987,Walid Jazi,walid.jazi877@outlook.com,formateur,+21657297900,Tunisie,Tozeur,1978-02-10,"Agile, Marketing digital"
13988,Lassad Jebali,lassad.jebali997@laposte.net,formateur,+21690929694,Tunisie,Ariana,1961-12-04,"IoT, DevOps"
13989,Kais Gasmi,kais.gasmi596@topnet.tn,formateur,+21621542220,Tunisie,Gabès,1967-08-27,"Digital transformation, Formation professionnelle, Technologie, Marketing digital"
13990,Lamia Hajji,lamia.hajji783@live.com,formateur,+21697737595,Tunisie,Nabeul,1989-02-24,"Blockchain, Innovation, Qualité"
13991,Khaled Chaabane,khaled.chaabane272@hotmail.com,formateur,+21692102335,Tunisie,Gafsa,1967-03-03,"Communication, Cybersécurité, E-commerce, Technologie, Développement web, Marketing digital"
13992,Nader Hleli,nader.hleli551@topnet.tn,formateur,+21695389758,Tunisie,Siliana,1986-04-01,"ITIL, IoT, Analyse de données"
13993,Sami Ben Youssef,sami.ben.youssef811@live.com,formateur,+21621898242,Tunisie,Zaghouan,1979-05-27,"Blockchain, ITIL, E-commerce, Certification"
13994,Zouheir Dali,zouheir.dali436@yahoo.fr,formateur,+21698914825,Tunisie,Tozeur,1964-10-20,"Formation professionnelle, Finance"
13995,Ahmed Guizani,ahmed.guizani584@live.com,formateur,+21624917444,Tunisie,Manouba,1973-02-27,"DevOps, Ressources humaines, Business intelligence, Développement web, Coaching, Marketing digital"
13996,Rim Ben Ali,rim.ben.ali355@topnet.tn,formateur,+21653201574,Tunisie,Manouba,1961-07-02,"DevOps, Management, Gestion de projet, IoT, ITIL"
13997,Nesrine Guesmi,nesrine.guesmi584@outlook.com,formateur,+21651975146,Tunisie,Jendouba,1990-01-20,"Leadership, Certification, Informatique, Business intelligence, Qualité, Finance"
13998,Omar Bouhamed,omar.bouhamed566@orange.tn,formateur,+21690266047,Tunisie,Nabeul,1964-02-23,"Technologie, Intelligence artificielle, Coaching, Blockchain, Développement web"
13999,Youssef Kchir,youssef.kchir309@topnet.tn,formateur,+21694538193,Tunisie,Médenine,1977-06-11,"Business intelligence, Développement web, Leadership"
14000,Ines Landolsi,ines.landolsi678@outlook.com,formateur,+21655982296,Tunisie,Jendouba,1991-08-09,"Blockchain, Gestion de projet, Innovation, Marketing digital"
14001,Fares Hajji,fares.hajji236@hotmail.com,formateur,+21659625494,Tunisie,Le Kef,1985-12-11,"Veille technologique, Innovation"
14002,Wassim Fatnassi,wassim.fatnassi523@orange.tn,formateur,+21692946766,Tunisie,Gabès,1962-10-16,"Entrepreneuriat, DevOps"
14003,Ahmed Jouini,ahmed.jouini898@yahoo.fr,formateur,+21696261424,Tunisie,Gafsa,1980-10-22,"Digital transformation, Analyse de données, Agile, Blockchain, Business intelligence, ITIL"
14004,Manel Hachicha,manel.hachicha235@yahoo.fr,formateur,+21620733146,Tunisie,Sidi Bouzid,1979-04-18,"Digital transformation, Veille technologique, Management, E-commerce, Mentoring, Technologie"
14005,Karima Chaieb,karima.chaieb972@orange.tn,formateur,+21651146697,Tunisie,Zaghouan,1990-04-15,"Gestion de projet, Agile, Stratégie d'entreprise, Innovation, Marketing digital, Lean management"
14006,Karim Karray,karim.karray570@yahoo.fr,formateur,+21656991710,Tunisie,Kairouan,1980-09-17,"Lean management, Coaching, Business intelligence, Qualité, Audit, Digital transformation"
14007,Amine Chaieb,amine.chaieb498@outlook.com,formateur,+21659667214,Tunisie,Kasserine,1994-09-10,"Machine learning, Entrepreneuriat, Ressources humaines, Analyse de données, Leadership"
14008,Salma Mahjoub,salma.mahjoub939@live.com,formateur,+21628605072,Tunisie,Ben Arous,1983-09-03,"Cybersécurité, Qualité"
14009,Amine Hleli,amine.hleli872@orange.tn,formateur,+21692334876,Tunisie,Kasserine,1964-07-25,"Cybersécurité, Analyse de données, Communication, Gestion de projet, Agile, Stratégie d'entreprise"
14010,Bassem Jelassi,bassem.jelassi816@outlook.com,formateur,+21697343014,Tunisie,Tataouine,1961-09-27,"E-commerce, ITIL, Développement web, Cloud computing, Mentoring, Agile"
14011,Yasmine Ben Ahmed,yasmine.ben.ahmed909@hotmail.com,formateur,+21652417371,Tunisie,Gabès,1967-11-05,"ITIL, Informatique, Marketing digital, Intelligence artificielle"
14012,Makram Guesmi,makram.guesmi415@outlook.com,formateur,+21622499490,Tunisie,Zaghouan,1968-11-22,"Marketing digital, Qualité, Blockchain"
14013,Amine Hamdi,amine.hamdi837@hotmail.com,formateur,+21698427068,Tunisie,Jendouba,1980-11-03,"Communication, Digital transformation, Analyse de données, Innovation, ITIL"
14014,Myriam Ferjani,myriam.ferjani650@orange.tn,formateur,+21627737862,Tunisie,Béja,1983-09-14,"Management, Cloud computing, Certification, Audit"
14015,Ridha Labidi,ridha.labidi823@outlook.com,formateur,+21698870250,Tunisie,Mahdia,1967-02-10,"Marketing digital, IoT, Technologie, Stratégie d'entreprise, E-commerce, Lean management"
14016,Nader Bouaziz,nader.bouaziz281@hotmail.com,formateur,+21623226812,Tunisie,Kasserine,1976-10-26,"Audit, Conseil, Informatique"
14017,Wafa Ferchichi,wafa.ferchichi277@gmail.com,formateur,+21653014554,Tunisie,Bizerte,1976-05-09,"Conseil, Audit"
14018,Dorra Mahjoub,dorra.mahjoub743@orange.tn,formateur,+21625396363,Tunisie,Zaghouan,1992-08-23,"Cybersécurité, Conseil, Machine learning"
14019,Ahmed Daoud,ahmed.daoud765@gmail.com,formateur,+21620093547,Tunisie,Monastir,1965-01-17,"Coaching, Conseil, Communication, Blockchain"
14020,Moncef Chihaoui,moncef.chihaoui462@yahoo.fr,formateur,+21656510973,Tunisie,Le Kef,1973-07-02,"Cybersécurité, ITIL"
14021,Kenza Mejri,kenza.mejri567@outlook.com,formateur,+21699267729,Tunisie,Gafsa,1972-12-24,"Conseil, Digital transformation, ITIL, Blockchain"
14022,Taoufik Landolsi,taoufik.landolsi106@laposte.net,formateur,+21695106163,Tunisie,Mahdia,1993-10-20,"Analyse de données, Intelligence artificielle"
14023,Amira Mejri,amira.mejri810@outlook.com,formateur,+21651852855,Tunisie,Zaghouan,1979-10-21,"Coaching, Qualité, Digital transformation, Informatique, Veille technologique, Cloud computing"
14024,Salah Ben Ahmed,salah.ben.ahmed729@yahoo.fr,formateur,+21628475047,Tunisie,Béja,1980-11-20,"Cloud computing, Business intelligence, Mentoring, Informatique, ITIL"
14025,Adel Omrani,adel.omrani211@live.com,formateur,+21652831757,Tunisie,Bizerte,1991-04-17,"Digital transformation, Analyse de données, Management, Audit"
14026,Karim Mestiri,karim.mestiri946@hotmail.com,formateur,+21657853343,Tunisie,Siliana,1968-11-27,"Mentoring, Leadership"
14027,Imed Guizani,imed.guizani650@outlook.com,formateur,+21655490880,Tunisie,Monastir,1961-02-14,"Développement web, Mentoring, Machine learning, Stratégie d'entreprise"
14028,Sami Ferjani,sami.ferjani57@live.com,formateur,+21699605226,Tunisie,Kairouan,1991-06-23,"Qualité, Coaching, Business intelligence, Management, Conseil"
14029,Manel Jazi,manel.jazi526@orange.tn,formateur,+21696109855,Tunisie,Mahdia,1985-09-24,"Conseil, IoT, Technologie, Agile, Stratégie d'entreprise"
14030,Zeineb Bouslama,zeineb.bouslama561@gmail.com,formateur,+21622213951,Tunisie,Ben Arous,1971-11-15,"Intelligence artificielle, E-commerce, Digital transformation, Management, Coaching"
14031,Ali Meddeb,ali.meddeb82@hotmail.com,formateur,+21657966414,Tunisie,Gafsa,1961-06-03,"E-commerce, Finance, Informatique, ITIL, Technologie, Business intelligence"
14032,Jamel Daoud,jamel.daoud970@live.com,formateur,+21627992850,Tunisie,Zaghouan,1976-04-12,"Entrepreneuriat, Gestion de projet, Certification, Audit"
14033,Ghada Mejri,ghada.mejri32@orange.tn,formateur,+21696538727,Tunisie,Sidi Bouzid,1968-11-14,"Stratégie d'entreprise, ITIL, Finance"
14034,Rim Ouali,rim.ouali662@laposte.net,formateur,+21694200757,Tunisie,Zaghouan,1992-01-09,"DevOps, Blockchain, Entrepreneuriat"
14035,Karim Ferchichi,karim.ferchichi386@yahoo.fr,formateur,+21699498529,Tunisie,Médenine,1966-07-08,"Digital transformation, Innovation"
14036,Manel Derbali,manel.derbali897@hotmail.com,formateur,+21624373192,Tunisie,Sidi Bouzid,1962-03-10,"Stratégie d'entreprise, Conseil, Formation professionnelle, Communication"
14037,Rami Maaloul,rami.maaloul772@gmail.com,formateur,+21659331783,Tunisie,Tozeur,1990-03-05,"Lean management, Mentoring, Audit"
14038,Latifa Labidi,latifa.labidi462@live.com,formateur,+21698484570,Tunisie,Médenine,1971-08-10,"IoT, Audit, DevOps"
14039,Wael Ouali,wael.ouali92@orange.tn,formateur,+21692691173,Tunisie,Tunis,1972-06-11,"Management, Conseil, Stratégie d'entreprise"
14040,Rania Hajji,rania.hajji901@topnet.tn,formateur,+21625437067,Tunisie,Ben Arous,1975-01-14,"Entrepreneuriat, Innovation, Conseil, Marketing digital, Développement web"
14041,Emna Chebbi,emna.chebbi288@yahoo.fr,formateur,+21655808730,Tunisie,Bizerte,1964-07-26,"Lean management, Analyse de données"
14042,Ridha Ouali,ridha.ouali61@yahoo.fr,formateur,+21620136922,Tunisie,Kébili,1988-04-01,"Intelligence artificielle, Innovation, Finance"
14043,Chiraz Gabsi,chiraz.gabsi17@outlook.com,formateur,+21628376289,Tunisie,Gafsa,1983-12-05,"Finance, Lean management, Agile, IoT"
14044,Ali Ghorbel,ali.ghorbel287@laposte.net,formateur,+21658679067,Tunisie,Monastir,1971-08-04,"E-commerce, Digital transformation"
14045,Emad Mansouri,emad.mansouri959@laposte.net,formateur,+21658317218,Tunisie,Tozeur,1960-01-01,"IoT, Cloud computing, Entrepreneuriat"
14046,Khaled Feriani,khaled.feriani39@gmail.com,formateur,+21624746358,Tunisie,Tataouine,1991-09-05,"Agile, Blockchain, Communication, Machine learning, Gestion de projet"
14047,Fatma Mabrouk,fatma.mabrouk54@gmail.com,formateur,+21654549137,Tunisie,Tunis,1985-07-24,"Veille technologique, Business intelligence, Cloud computing, Ressources humaines"
14048,Sofiane Jazi,sofiane.jazi373@laposte.net,apprenant,+21698609148,Tunisie,Monastir,2006-11-12,"Entrepreneuriat, Mentoring, DevOps, Certification, Finance"
14049,Fatma Ben Youssef,fatma.ben.youssef586@laposte.net,apprenant,+21651494657,Tunisie,Sousse,1985-08-25,"Entrepreneuriat, Conseil, Certification, Machine learning"
14050,Zouheir Jouini,zouheir.jouini649@topnet.tn,apprenant,+21650783273,Tunisie,Sfax,2005-07-19,"Marketing digital, IoT, Technologie, Mentoring, Conseil, Analyse de données"
14051,Zeineb Chihaoui,zeineb.chihaoui349@hotmail.com,apprenant,+21655749707,Tunisie,Mahdia,2007-08-08,"Communication, Certification, Informatique, Entrepreneuriat"
14052,Besma Jelassi,besma.jelassi796@gmail.com,apprenant,+21697771298,Tunisie,Tozeur,1997-05-27,"Gestion de projet, Agile"
14053,Rim Hadj,rim.hadj425@orange.tn,apprenant,+21698473261,Tunisie,Sousse,2005-07-20,"IoT, Audit, Innovation, Qualité"
14054,Nesrine Ghali,nesrine.ghali42@orange.tn,apprenant,+21697662698,Tunisie,Sidi Bouzid,1999-03-15,"Business intelligence, Machine learning, Veille technologique, Innovation, Agile"
14055,Nader Sellami,nader.sellami310@yahoo.fr,apprenant,+21653351497,Tunisie,Sousse,1995-12-24,"Analyse de données, Agile, Cloud computing"
14056,Moez Karoui,moez.karoui712@outlook.com,apprenant,+21697412370,Tunisie,Gabès,2007-05-20,"Management, Marketing digital, Développement web"
14057,Ali Derbali,ali.derbali76@live.com,apprenant,+21698910421,Tunisie,Mahdia,1994-01-11,"Conseil, Stratégie d'entreprise"
14058,Fadia Jemli,fadia.jemli247@gmail.com,apprenant,+21622864605,Tunisie,Ben Arous,2006-09-21,"Veille technologique, Qualité"
14059,Intissar Jazi,intissar.jazi452@laposte.net,apprenant,+21699926423,Tunisie,Sidi Bouzid,1995-11-11,"IoT, Agile"
14060,Adel Hamdi,adel.hamdi614@hotmail.com,apprenant,+21651581989,Tunisie,Le Kef,1993-05-10,"Ressources humaines, Certification, Innovation, Intelligence artificielle, Cloud computing, Lean management"
14061,Khadija Ghali,khadija.ghali817@laposte.net,apprenant,+21650094360,Tunisie,Bizerte,2005-05-24,"Développement web, Formation professionnelle, Marketing digital, Conseil, Technologie, Stratégie d'entreprise"
14062,Youssef Dhouib,youssef.dhouib585@orange.tn,apprenant,+21698264273,Tunisie,Tataouine,2007-03-02,"Management, Analyse de données, DevOps"
