ID,Nom,Email,Rôle,Téléphone,Pays,Ville,Date de naissance,Centres d'intérêt
25459,Fadia Khlif,fadia.khlif130@topnet.tn,formateur,+21628402221,Tunisie,Tataouine,1984-07-13,"Intelligence artificielle, Management, Lean management, Qualité"
25460,Adel Fatnassi,adel.fatnassi234@topnet.tn,formateur,+21690412944,Tunisie,Médenine,1972-11-30,"Agile, Informatique"
25461,Lobna Kammoun,lobna.kammoun575@gmail.com,formateur,+21629558808,Tunisie,Gafsa,1967-10-14,"Qualité, Coaching, E-commerce, Marketing digital, Certification, Stratégie d'entreprise"
25462,Ines Ouali,ines.ouali804@gmail.com,formateur,+21627874540,Tunisie,Manouba,1985-11-21,"Mentoring, Cybersécurité, Technologie, Cloud computing, Analyse de données, Audit"
25463,Takwa Kchir,takwa.kchir592@orange.tn,formateur,+21654277460,Tunisie,Sfax,1972-08-31,"Agile, Analyse de données, Coaching, Certification, Innovation, Marketing digital"
25464,Samia Kchir,samia.kchir632@hotmail.com,formateur,+21690876291,Tunisie,Siliana,1984-11-25,"ITIL, Cloud computing"
25465,Manel Marzouki,manel.marzouki775@orange.tn,formateur,+21626583573,Tunisie,Bizerte,1980-03-21,"Audit, Veille technologique, Communication, Gestion de projet, Finance, Digital transformation"
25466,Imed Essid,imed.essid102@outlook.com,formateur,+21690314656,Tunisie,Monastir,1967-03-04,"Entrepreneuriat, Qualité, Informatique, Blockchain, Management"
25467,Wael Jebali,wael.jebali473@outlook.com,formateur,+21622149578,Tunisie,Kasserine,1979-07-05,"Stratégie d'entreprise, Business intelligence, Veille technologique, E-commerce"
25468,Intissar Ghali,intissar.ghali186@laposte.net,formateur,+21650049110,Tunisie,Sfax,1983-11-23,"Audit, Digital transformation, Mentoring, Entrepreneuriat, Informatique"
25469,Jihene Ben Ahmed,jihene.ben.ahmed281@outlook.com,formateur,+21699812163,Tunisie,Kébili,1974-05-27,"Communication, Coaching, Qualité, Informatique"
25470,Rim Bouhamed,rim.bouhamed224@gmail.com,formateur,+21697173540,Tunisie,Nabeul,1966-10-21,"Développement web, Marketing digital, Lean management, Gestion de projet, Audit, Blockchain"
25471,Sami Gasmi,sami.gasmi568@outlook.com,formateur,+21657208808,Tunisie,Tunis,1978-10-31,"ITIL, Business intelligence, Lean management"
25472,Omar Landolsi,omar.landolsi735@yahoo.fr,formateur,+21659361364,Tunisie,Kairouan,1990-06-19,"Business intelligence, ITIL, Blockchain, Qualité, Leadership, Cloud computing"
25473,Hana Kchir,hana.kchir909@yahoo.fr,formateur,+21629565508,Tunisie,Tunis,1966-04-12,"Conseil, Formation professionnelle, ITIL, Informatique, Stratégie d'entreprise, Mentoring"
25474,Wael Dhouib,wael.dhouib486@gmail.com,formateur,+21698408455,Tunisie,Mahdia,1988-09-12,"Stratégie d'entreprise, Digital transformation, Qualité, DevOps"
25475,Marwan Hamza,marwan.hamza625@gmail.com,formateur,+21692328664,Tunisie,Sousse,1963-11-12,"DevOps, Cybersécurité, Qualité, Technologie"
25476,Hichem Derbali,hichem.derbali732@yahoo.fr,formateur,+21627936573,Tunisie,Médenine,1962-11-18,"Certification, Intelligence artificielle, Innovation, Entrepreneuriat, ITIL"
25477,Amel Jouini,amel.jouini960@topnet.tn,formateur,+21628950001,Tunisie,Gabès,1972-03-26,"Stratégie d'entreprise, Conseil"
25478,Omar Horchani,omar.horchani661@topnet.tn,formateur,+21697407062,Tunisie,Ben Arous,1994-07-14,"Marketing digital, Développement web, Lean management, Cybersécurité"
25479,Amira Jebali,amira.jebali609@yahoo.fr,formateur,+21658786979,Tunisie,Monastir,1980-02-07,"Business intelligence, Qualité, Lean management, Communication, Leadership, ITIL"
25480,Tarek Daoud,tarek.daoud673@hotmail.com,formateur,+21627794942,Tunisie,Manouba,1985-09-23,"Marketing digital, IoT, Mentoring"
25481,Manel Mansouri,manel.mansouri540@hotmail.com,formateur,+21697892520,Tunisie,Gabès,1982-01-06,"Leadership, Formation professionnelle, IoT, Agile"
25482,Yassine Layouni,yassine.layouni877@topnet.tn,formateur,+21656563985,Tunisie,Mahdia,1987-02-23,"Lean management, Cloud computing, Agile, Finance"
25483,Sabrine Bouzid,sabrine.bouzid675@outlook.com,formateur,+21623693400,Tunisie,Kairouan,1966-01-11,"Formation professionnelle, Finance"
25484,Thouraya Chihaoui,thouraya.chihaoui206@yahoo.fr,formateur,+21653325415,Tunisie,Kasserine,1991-03-16,"Conseil, Business intelligence, Développement web, Leadership, Analyse de données, Mentoring"
25485,Sabrine Karoui,sabrine.karoui222@live.com,formateur,+21695901922,Tunisie,Ben Arous,1986-12-10,"Qualité, Veille technologique, Entrepreneuriat, Formation professionnelle"
25486,Moncef Essid,moncef.essid233@live.com,formateur,+21625128722,Tunisie,Béja,1994-08-16,"Cloud computing, Machine learning, Marketing digital, Entrepreneuriat, Coaching"
25487,Aymen Meddeb,aymen.meddeb445@hotmail.com,formateur,+21621832110,Tunisie,Sfax,1981-08-26,"Innovation, Digital transformation"
25488,Manel Landolsi,manel.landolsi269@orange.tn,formateur,+21696983470,Tunisie,Gafsa,1994-12-13,"Formation professionnelle, Leadership, Business intelligence, Entrepreneuriat, IoT"
25489,Wael Khlif,wael.khlif56@outlook.com,formateur,+21624273179,Tunisie,Tozeur,1962-10-01,"Blockchain, Ressources humaines, Mentoring, Intelligence artificielle, Management"
25490,Ikram Jelassi,ikram.jelassi421@live.com,formateur,+21695980452,Tunisie,Mahdia,1971-01-15,"Gestion de projet, Leadership, Veille technologique, Blockchain, Business intelligence"
25491,Zohra Khlif,zohra.khlif627@orange.tn,formateur,+21654633148,Tunisie,Manouba,1965-06-09,"Blockchain, Innovation, Agile, Développement web, Finance, Communication"
25492,Kenza Benhassan,kenza.benhassan260@hotmail.com,formateur,+21621998200,Tunisie,Kairouan,1984-02-16,"Formation professionnelle, Veille technologique, Innovation, Marketing digital"
25493,Yasmine Bouzid,yasmine.bouzid7@outlook.com,formateur,+21697795535,Tunisie,Mahdia,1976-09-05,"Ressources humaines, Analyse de données, Marketing digital, Innovation, Leadership, Formation professionnelle"
25494,Wael Fatnassi,wael.fatnassi983@topnet.tn,formateur,+21652866787,Tunisie,Jendouba,1994-04-06,"Gestion de projet, Entrepreneuriat"
25495,Marwan Mahjoub,marwan.mahjoub888@yahoo.fr,formateur,+21692436273,Tunisie,Jendouba,1964-10-01,"IoT, Agile, Ressources humaines, Qualité, Audit"
25496,Rania Feriani,rania.feriani594@yahoo.fr,formateur,+21656377016,Tunisie,Jendouba,1962-09-05,"Coaching, Lean management, Gestion de projet, Cybersécurité"
25497,Rim Hassen,rim.hassen728@orange.tn,formateur,+21650518617,Tunisie,Kairouan,1978-10-27,"E-commerce, Audit, Conseil"
25498,Moez Marzouki,moez.marzouki825@orange.tn,formateur,+21695350999,Tunisie,Béja,1977-02-23,"Mentoring, Coaching, Marketing digital"
25499,Hichem Ben Salah,hichem.ben.salah743@orange.tn,formateur,+21651212629,Tunisie,Mahdia,1983-09-16,"E-commerce, Formation professionnelle"
25500,Ahlem Mansouri,ahlem.mansouri91@live.com,formateur,+21692937438,Tunisie,Manouba,1975-07-05,"Audit, Management, Lean management, Blockchain, ITIL"
25501,Dali Fkih,dali.fkih582@topnet.tn,formateur,+21693530817,Tunisie,Médenine,1966-01-15,"Cybersécurité, Entrepreneuriat, Cloud computing, Digital transformation, Informatique, Analyse de données"
25502,Adel Ben Ahmed,adel.ben.ahmed870@outlook.com,formateur,+21628158319,Tunisie,Tozeur,1979-10-23,"Cloud computing, Technologie, Blockchain, Ressources humaines, Analyse de données, Coaching"
25503,Kenza Hamdi,kenza.hamdi83@orange.tn,formateur,+21626247939,Tunisie,Gabès,1988-12-13,"DevOps, Cloud computing, Finance, Cybersécurité"
25504,Ghada Ghali,ghada.ghali171@yahoo.fr,formateur,+21652184464,Tunisie,Kasserine,1977-07-06,"Mentoring, DevOps, Lean management, Agile, Entrepreneuriat, Conseil"
25505,Ridha Ezzine,ridha.ezzine528@outlook.com,formateur,+21652152308,Tunisie,Zaghouan,1963-05-22,"Technologie, Lean management, Gestion de projet, Informatique, Analyse de données"
25506,Hedi Limam,hedi.limam4@topnet.tn,formateur,+21622484850,Tunisie,Jendouba,1992-01-02,"Finance, Business intelligence, Stratégie d'entreprise, Intelligence artificielle"
25507,Zouheir Gharbi,zouheir.gharbi316@hotmail.com,formateur,+21654846071,Tunisie,Gafsa,1967-11-26,"Informatique, Intelligence artificielle, Marketing digital, E-commerce"
25508,Wael Fkih,wael.fkih944@orange.tn,formateur,+21620974540,Tunisie,Kébili,1991-10-01,"Développement web, Finance, Formation professionnelle"
25509,Lobna Daoud,lobna.daoud180@orange.tn,formateur,+21652571608,Tunisie,Béja,1986-08-12,"Lean management, Veille technologique, Stratégie d'entreprise"
25510,Moncef Guizani,moncef.guizani310@topnet.tn,formateur,+21697164928,Tunisie,Gafsa,1980-10-20,"Certification, Lean management, Finance, Business intelligence, Leadership"
25511,Thouraya Ghanmi,thouraya.ghanmi382@yahoo.fr,formateur,+21622210320,Tunisie,Siliana,1984-09-08,"Développement web, Machine learning, Qualité, Informatique, Stratégie d'entreprise, Audit"
25512,Bochra Hleli,bochra.hleli788@laposte.net,formateur,+21692083593,Tunisie,Mahdia,1982-05-11,"Certification, Gestion de projet, Veille technologique"
25513,Ridha Hmida,ridha.hmida14@yahoo.fr,formateur,+21653764549,Tunisie,Nabeul,1986-04-15,"Cybersécurité, Stratégie d'entreprise, Marketing digital, Formation professionnelle, ITIL"
25514,Zouheir Layouni,zouheir.layouni684@laposte.net,formateur,+21694589470,Tunisie,Sfax,1989-10-14,"E-commerce, Marketing digital, Stratégie d'entreprise, Technologie, Communication, Certification"
25515,Makram Benhassan,makram.benhassan700@gmail.com,formateur,+21656340458,Tunisie,Siliana,1970-11-08,"Conseil, Intelligence artificielle, Informatique, Blockchain, Développement web, Mentoring"
25516,Jamel Chaabane,jamel.chaabane886@hotmail.com,formateur,+21629587659,Tunisie,Gabès,1963-07-08,"Développement web, Cybersécurité, Veille technologique, Stratégie d'entreprise"
25517,Bilel Ben Youssef,bilel.ben.youssef34@laposte.net,formateur,+21692876571,Tunisie,Béja,1984-07-20,"Qualité, Certification, Lean management, Finance, Analyse de données"
25518,Emad Benhassan,emad.benhassan562@hotmail.com,formateur,+21652033995,Tunisie,Gafsa,1989-09-23,"Business intelligence, Agile, ITIL, Technologie, Gestion de projet, Finance"
25519,Jamel Ezzine,jamel.ezzine642@gmail.com,formateur,+21624445917,Tunisie,Tataouine,1980-06-08,"DevOps, Innovation, IoT, Management, ITIL"
25520,Marwan Kammoun,marwan.kammoun734@hotmail.com,formateur,+21657920290,Tunisie,Le Kef,1972-02-08,"Entrepreneuriat, Machine learning"
25521,Latifa Marzouki,latifa.marzouki355@topnet.tn,formateur,+21620114100,Tunisie,Nabeul,1977-02-04,"Ressources humaines, Développement web, Leadership, Machine learning"
25522,Ghazi Fatnassi,ghazi.fatnassi134@live.com,formateur,+21691264646,Tunisie,Sidi Bouzid,1967-05-26,"Ressources humaines, Finance"
25523,Yosra Essid,yosra.essid679@orange.tn,formateur,+21628450057,Tunisie,Sousse,1967-05-19,"Management, Analyse de données, Audit, ITIL, Mentoring, Cybersécurité"
25524,Nader Hachicha,nader.hachicha324@gmail.com,formateur,+21628665922,Tunisie,Kébili,1986-10-15,"Cybersécurité, IoT, Agile"
25525,Najoua Nabli,najoua.nabli919@yahoo.fr,formateur,+21698574893,Tunisie,Le Kef,1985-07-08,"Cybersécurité, Leadership, Communication"
25526,Wassim Feriani,wassim.feriani838@topnet.tn,formateur,+21692867113,Tunisie,Tozeur,1974-02-23,"Finance, Management"
25527,Zouheir Feriani,zouheir.feriani20@topnet.tn,formateur,+21658763794,Tunisie,Tunis,1994-10-26,"Ressources humaines, Intelligence artificielle, Finance, Cloud computing, Machine learning"
25528,Dalila Ferchichi,dalila.ferchichi743@laposte.net,formateur,+21621093318,Tunisie,Siliana,1974-01-20,"Entrepreneuriat, IoT, E-commerce, Qualité, Business intelligence, Ressources humaines"
25529,Latifa Bouaziz,latifa.bouaziz982@live.com,formateur,+21652100169,Tunisie,Monastir,1965-04-30,"Management, Marketing digital"
25530,Rim Limam,rim.limam153@gmail.com,formateur,+21690137611,Tunisie,Kasserine,1995-11-06,"Innovation, Business intelligence, Veille technologique"
25531,Wassim Bouzid,wassim.bouzid890@topnet.tn,formateur,+21696954113,Tunisie,Kasserine,1974-10-26,"Certification, Audit, DevOps, Stratégie d'entreprise, Management"
25532,Dorra Ben Youssef,dorra.ben.youssef538@outlook.com,formateur,+21697759872,Tunisie,Médenine,1969-09-08,"Business intelligence, Cloud computing, Coaching, Intelligence artificielle, Conseil, Agile"
25533,Sabrine Jelassi,sabrine.jelassi301@live.com,formateur,+21691300703,Tunisie,Tozeur,1963-10-12,"Machine learning, Conseil, Communication"
25534,Dali Chaieb,dali.chaieb419@orange.tn,formateur,+21696627756,Tunisie,Gabès,1966-01-31,"Ressources humaines, Business intelligence, Stratégie d'entreprise"
25535,Karim Hachicha,karim.hachicha864@topnet.tn,formateur,+21652745613,Tunisie,Sfax,1968-06-27,"Veille technologique, Management, Développement web, Qualité"
25536,Salma Ben Ali,salma.ben.ali964@hotmail.com,formateur,+21652072344,Tunisie,Kairouan,1966-08-14,"Communication, Machine learning, Business intelligence"
25537,Ridha Benhassan,ridha.benhassan709@live.com,formateur,+21651281096,Tunisie,Ariana,1963-04-18,"Coaching, Conseil"
25538,Yosra Layouni,yosra.layouni801@outlook.com,formateur,+21658504609,Tunisie,Tunis,1994-05-01,"Cybersécurité, Intelligence artificielle, Développement web"
25539,Chiraz Mejri,chiraz.mejri371@live.com,formateur,+21699360311,Tunisie,Kairouan,1980-08-27,"Certification, Ressources humaines, Mentoring, Coaching, Innovation"
25540,Marwan Ben Ali,marwan.ben.ali485@live.com,formateur,+21650760454,Tunisie,Siliana,1975-01-13,"Business intelligence, Communication, Technologie, Gestion de projet, Formation professionnelle"
25541,Hedi Hassen,hedi.hassen752@laposte.net,formateur,+21693361825,Tunisie,Ben Arous,1991-06-08,"Ressources humaines, Cloud computing, Développement web, Business intelligence, Management, Blockchain"
25542,Tarek Layouni,tarek.layouni272@hotmail.com,formateur,+21623055291,Tunisie,Kébili,1970-04-26,"Technologie, ITIL, Certification"
25543,Maher Ferjani,maher.ferjani681@laposte.net,formateur,+21658334476,Tunisie,Sfax,1984-12-20,"ITIL, DevOps, Blockchain, Innovation, Technologie, Intelligence artificielle"
25544,Wassim Ben Salah,wassim.ben.salah962@live.com,formateur,+21691845504,Tunisie,Zaghouan,1971-03-13,"Technologie, Ressources humaines, IoT"
25545,Salma Horchani,salma.horchani631@topnet.tn,formateur,+21654379135,Tunisie,Médenine,1961-01-03,"DevOps, Informatique, Machine learning, Marketing digital, IoT"
25546,Bassem Hajji,bassem.hajji903@topnet.tn,formateur,+21699631042,Tunisie,Mahdia,1960-12-21,"Qualité, E-commerce, Business intelligence"
25547,Maher Ghorbel,maher.ghorbel331@laposte.net,formateur,+21650718918,Tunisie,Monastir,1960-09-27,"Audit, ITIL, Communication, Leadership, Stratégie d'entreprise, E-commerce"
25548,Rania Hleli,rania.hleli469@laposte.net,formateur,+21695848086,Tunisie,Jendouba,1986-10-03,"Machine learning, Informatique, Veille technologique"
25549,Moez Jouini,moez.jouini26@laposte.net,formateur,+21652181973,Tunisie,Monastir,1991-07-16,"Qualité, Marketing digital, Communication, Blockchain, Finance, Informatique"
25550,Farouk Kchir,farouk.kchir892@orange.tn,formateur,+21690287146,Tunisie,Bizerte,1986-02-27,"Formation professionnelle, Informatique, Blockchain, Technologie"
25551,Jamel Labidi,jamel.labidi208@hotmail.com,formateur,+21621808294,Tunisie,Gafsa,1964-11-02,"Stratégie d'entreprise, Communication, Développement web, Mentoring"
25552,Rania Jelassi,rania.jelassi762@gmail.com,formateur,+21626269405,Tunisie,Tataouine,1984-04-23,"Blockchain, Développement web, Cybersécurité"
25553,Hajer Khedher,hajer.khedher601@hotmail.com,formateur,+21657161994,Tunisie,Bizerte,1972-03-26,"Cybersécurité, Machine learning"
25554,Karima Khlif,karima.khlif237@gmail.com,formateur,+21624156301,Tunisie,Manouba,1974-01-27,"Leadership, Stratégie d'entreprise"
25555,Nesrine Horchani,nesrine.horchani334@outlook.com,formateur,+21654816465,Tunisie,Manouba,1961-01-23,"Finance, Ressources humaines, Communication, Informatique"
25556,Ikram Ouali,ikram.ouali396@yahoo.fr,formateur,+21659353164,Tunisie,Monastir,1980-05-08,"Business intelligence, ITIL, Audit, Ressources humaines, DevOps, Informatique"
25557,Manel Mejri,manel.mejri744@orange.tn,formateur,+21695337801,Tunisie,Sousse,1983-06-27,"Conseil, Audit, Analyse de données, Ressources humaines, Formation professionnelle, Blockchain"
25558,Bochra Karoui,bochra.karoui579@topnet.tn,formateur,+21655344969,Tunisie,Sousse,1976-07-09,"Leadership, Technologie, Digital transformation, Ressources humaines, Stratégie d'entreprise, Qualité"
25559,Chiraz Neffati,chiraz.neffati480@hotmail.com,formateur,+21652500518,Tunisie,Zaghouan,1971-04-30,"Digital transformation, Leadership"
25560,Latifa Bouzid,latifa.bouzid273@yahoo.fr,formateur,+21696285911,Tunisie,Sousse,1963-12-06,"Informatique, Management, Innovation, Développement web, Digital transformation, Entrepreneuriat"
25561,Salah Hamdi,salah.hamdi522@outlook.com,formateur,+21659964185,Tunisie,Monastir,1989-01-26,"Entrepreneuriat, Informatique"
25562,Hedi Chihaoui,hedi.chihaoui401@orange.tn,formateur,+21699509809,Tunisie,Tozeur,1983-12-20,"Mentoring, ITIL, Veille technologique, Digital transformation"
25563,Ahlem Jemli,ahlem.jemli549@gmail.com,formateur,+21699921509,Tunisie,Monastir,1978-01-07,"Certification, Cybersécurité, Entrepreneuriat, DevOps"
25564,Salah Ferchichi,salah.ferchichi281@hotmail.com,formateur,+21620360787,Tunisie,Tataouine,1992-03-18,"E-commerce, Marketing digital, Management"
25565,Rami Chedly,rami.chedly421@hotmail.com,formateur,+21691344228,Tunisie,Gabès,1982-07-18,"Leadership, Veille technologique, Informatique"
25566,Manel Trabelsi,manel.trabelsi698@gmail.com,formateur,+21659260347,Tunisie,Gabès,1964-10-06,"Conseil, Lean management, Informatique, Finance, Qualité, Innovation"
25567,Dorsaf Guizani,dorsaf.guizani12@live.com,formateur,+21653727931,Tunisie,Sousse,1974-12-06,"Formation professionnelle, Mentoring, Veille technologique, Intelligence artificielle, DevOps"
25568,Besma Mejri,besma.mejri774@live.com,formateur,+21622879435,Tunisie,Gabès,1992-12-15,"Digital transformation, Agile, Technologie, Cybersécurité, Coaching"
25569,Myriam Miled,myriam.miled769@topnet.tn,formateur,+21620838696,Tunisie,Tataouine,1991-03-22,"Qualité, Mentoring, Formation professionnelle, Digital transformation, Marketing digital"
25570,Cyrine Jelassi,cyrine.jelassi12@laposte.net,formateur,+21695968575,Tunisie,Le Kef,1980-08-25,"E-commerce, Marketing digital"
25571,Lassad Hadj,lassad.hadj808@topnet.tn,formateur,+21698387557,Tunisie,Mahdia,1970-02-19,"Analyse de données, Entrepreneuriat"
25572,Maroua Chihaoui,maroua.chihaoui599@orange.tn,formateur,+21696303971,Tunisie,Le Kef,1987-01-15,"Technologie, Analyse de données, Conseil, Audit, Lean management, Veille technologique"
25573,Zied Landolsi,zied.landolsi268@hotmail.com,formateur,+21655740957,Tunisie,Sidi Bouzid,1972-12-17,"Cloud computing, DevOps, Informatique, Qualité, Technologie, Conseil"
25574,Wassim Ghali,wassim.ghali309@gmail.com,formateur,+21625704505,Tunisie,Mahdia,1981-12-27,"Veille technologique, Gestion de projet, Qualité, Certification, E-commerce"
25575,Sofiane Ferchichi,sofiane.ferchichi162@hotmail.com,formateur,+21690595772,Tunisie,Nabeul,1964-05-12,"Innovation, Informatique, Stratégie d'entreprise, Blockchain, Audit"
25576,Lobna Gharbi,lobna.gharbi814@orange.tn,formateur,+21691372193,Tunisie,Béja,1971-10-08,"Entrepreneuriat, Ressources humaines, Communication, Stratégie d'entreprise, Gestion de projet"
25577,Mehdi Ktari,mehdi.ktari876@hotmail.com,formateur,+21629369466,Tunisie,Siliana,1979-04-21,"IoT, Leadership, Management"
25578,Intissar Guizani,intissar.guizani548@orange.tn,formateur,+21626368510,Tunisie,Sousse,1978-06-24,"Certification, ITIL"
25579,Yassine Trabelsi,yassine.trabelsi681@outlook.com,formateur,+21623624581,Tunisie,Mahdia,1987-01-07,"Gestion de projet, IoT"
25580,Wided Ben Ali,wided.ben.ali536@gmail.com,formateur,+21658478635,Tunisie,Bizerte,1976-02-02,"E-commerce, Audit, Leadership"
25581,Mehdi Ezzine,mehdi.ezzine728@live.com,formateur,+21620084721,Tunisie,Bizerte,1984-07-26,"Certification, Business intelligence, Audit, Digital transformation, Analyse de données"
25582,Sabrine Sellami,sabrine.sellami749@hotmail.com,formateur,+21693566103,Tunisie,Tunis,1981-08-14,"Digital transformation, Technologie, Développement web, Communication, Lean management, Mentoring"
25583,Amine Ben Youssef,amine.ben.youssef803@laposte.net,formateur,+21620984682,Tunisie,Sfax,1972-06-10,"Technologie, Conseil"
25584,Cyrine Neffati,cyrine.neffati427@hotmail.com,formateur,+21696278975,Tunisie,Monastir,1974-07-14,"Informatique, Leadership, Veille technologique, Gestion de projet, Développement web"
25585,Sami Ben Ahmed,sami.ben.ahmed609@live.com,formateur,+21625296802,Tunisie,Nabeul,1989-12-20,"Innovation, DevOps, Leadership, ITIL, Formation professionnelle, Conseil"
25586,Lassad Jebali,lassad.jebali187@topnet.tn,formateur,+21691012812,Tunisie,Siliana,1991-10-04,"Mentoring, DevOps, Lean management, Blockchain, Informatique, Digital transformation"
25587,Maher Feriani,maher.feriani60@hotmail.com,formateur,+21658251701,Tunisie,Kairouan,1988-08-07,"Marketing digital, Qualité, Leadership, ITIL, E-commerce"
25588,Chiraz Fkih,chiraz.fkih187@topnet.tn,formateur,+21691165239,Tunisie,Tozeur,1970-01-05,"Marketing digital, Management"
25589,Wael Gasmi,wael.gasmi114@laposte.net,apprenant,+21629339400,Tunisie,Zaghouan,2004-09-15,"Lean management, Agile, Management, ITIL, Développement web"
25590,Hajer Hachicha,hajer.hachicha86@hotmail.com,apprenant,+21659117389,Tunisie,Sousse,1999-04-03,"Management, Lean management, Communication"
25591,Chedly Ezzine,chedly.ezzine959@orange.tn,apprenant,+21622895789,Tunisie,Tunis,2002-07-04,"Analyse de données, Certification, E-commerce, Mentoring"
25592,Ridha Ferjani,ridha.ferjani474@outlook.com,apprenant,+21656156800,Tunisie,Gabès,1994-10-25,"Entrepreneuriat, Business intelligence, Leadership"
25593,Taoufik Mestiri,taoufik.mestiri618@orange.tn,apprenant,+21628951735,Tunisie,Ben Arous,2000-10-26,"Innovation, Technologie, Ressources humaines, Veille technologique"
25594,Zeineb Derbali,zeineb.derbali982@outlook.com,apprenant,+21699717440,Tunisie,Ariana,1991-10-08,"Informatique, Certification, Entrepreneuriat, Lean management"
25595,Aymen Kchir,aymen.kchir908@outlook.com,apprenant,+21624962391,Tunisie,Manouba,1986-06-09,"Innovation, Formation professionnelle"
25596,Nesrine Ghanmi,nesrine.ghanmi662@orange.tn,apprenant,+21655352142,Tunisie,Le Kef,1985-04-10,"Analyse de données, Stratégie d'entreprise, Lean management, Management, Mentoring"
25597,Karima Khedher,karima.khedher419@laposte.net,apprenant,+21658111511,Tunisie,Sfax,1986-09-21,"Leadership, DevOps, Marketing digital"
25598,Rim Layouni,rim.layouni661@laposte.net,apprenant,+21699418390,Tunisie,Nabeul,1996-12-15,"Coaching, Qualité, Machine learning, Intelligence artificielle, Marketing digital, Management"
25599,Wael Landolsi,wael.landolsi719@gmail.com,apprenant,+21624477699,Tunisie,Gafsa,1995-04-26,"Cybersécurité, Entrepreneuriat, Technologie, Finance"
