ID,Nom,Email,Rôle,Téléphone,Pays,Ville,Date de naissance,Centres d'intérêt
18478,Wafa Hmida,wafa.hmida590@hotmail.com,apprenant,+21621273919,Tunisie,Médenine,1999-05-13,"Ressources humaines, DevOps, Développement web"
18479,Hedi Bouslama,hedi.bouslama890@live.com,apprenant,+21622778280,Tunisie,Monastir,1997-09-25,"Management, Qualité, Communication, Coaching, Mentoring, Informatique"
18480,Sofiane Dali,sofiane.dali99@live.com,apprenant,+21653431147,Tunisie,Gabès,1991-02-14,"Gestion de projet, Coaching, Audit, Développement web, Marketing digital"
18481,Chiraz Bouslama,chiraz.bouslama19@laposte.net,apprenant,+21627172565,Tunisie,Tozeur,1988-09-26,"Intelligence artificielle, IoT, Coaching, Analyse de données"
18482,Cyrine Mabrouk,cyrine.mabrouk49@live.com,apprenant,+21650199035,Tunisie,Nabeul,2002-05-02,"Marketing digital, Entrepreneuriat, Coaching"
18483,Hana Horchani,hana.horchani370@yahoo.fr,apprenant,+21625750687,Tunisie,Sousse,2006-06-05,"Leadership, Cloud computing"
18484,Slim Hajji,slim.hajji106@topnet.tn,apprenant,+21658067052,Tunisie,Sousse,1993-02-08,"IoT, Ressources humaines"
18485,Jihene Ghorbel,jihene.ghorbel405@topnet.tn,apprenant,+21694457083,Tunisie,Béja,2004-03-24,"Business intelligence, Analyse de données, E-commerce"
18486,Wided Mansouri,wided.mansouri784@hotmail.com,apprenant,+21655019527,Tunisie,Siliana,1987-10-27,"Management, Gestion de projet, Informatique"
18487,Chedly Chaabane,chedly.chaabane111@yahoo.fr,apprenant,+21621448927,Tunisie,Siliana,1993-08-09,"Communication, Conseil, Mentoring"
18488,Farouk Derbali,farouk.derbali514@laposte.net,apprenant,+21629931170,Tunisie,Jendouba,1999-01-18,"Cybersécurité, Blockchain, Communication, Leadership, Management"
18489,Sabrine Mansouri,sabrine.mansouri371@yahoo.fr,apprenant,+21650564446,Tunisie,Sousse,2002-04-10,"DevOps, E-commerce, Qualité, Agile"
18490,Moez Ezzine,moez.ezzine810@laposte.net,apprenant,+21658177947,Tunisie,Ben Arous,1987-08-15,"Machine learning, Coaching"
18491,Noureddine Trabelsi,noureddine.trabelsi90@gmail.com,apprenant,+21628432952,Tunisie,Tozeur,2002-10-20,"Cybersécurité, Agile"
18492,Imed Essid,imed.essid841@live.com,apprenant,+21694940185,Tunisie,Bizerte,2003-04-09,"Formation professionnelle, Certification, ITIL, Conseil"
18493,Tarek Gharbi,tarek.gharbi552@yahoo.fr,apprenant,+21696730010,Tunisie,Le Kef,1989-07-01,"Finance, Mentoring, Innovation"
18494,Slim Ben Youssef,slim.ben.youssef568@orange.tn,apprenant,+21626439095,Tunisie,Gabès,2004-09-21,"Innovation, Conseil, Marketing digital, Cloud computing, Cybersécurité"
18495,Lamia Essid,lamia.essid570@hotmail.com,apprenant,+21653133470,Tunisie,Ariana,1998-06-20,"Business intelligence, Communication, Cloud computing, Informatique"
18496,Emna Kchir,emna.kchir276@outlook.com,apprenant,+21692965651,Tunisie,Manouba,1990-02-07,"Intelligence artificielle, Entrepreneuriat, Analyse de données, Développement web"
18497,Karim Khedher,karim.khedher262@laposte.net,apprenant,+21690119471,Tunisie,Kébili,2003-08-04,"Blockchain, Formation professionnelle, Audit, E-commerce, Technologie"
18498,Ali Chihaoui,ali.chihaoui276@yahoo.fr,apprenant,+21622016726,Tunisie,Nabeul,1991-12-16,"Technologie, Certification, Innovation, Communication, Machine learning"
18499,Ghada Karray,ghada.karray480@live.com,apprenant,+21659946713,Tunisie,Sfax,2006-09-13,"Formation professionnelle, Analyse de données, Mentoring, Innovation, Veille technologique"
18500,Slim Guesmi,slim.guesmi537@gmail.com,apprenant,+21651338227,Tunisie,Tataouine,1991-07-17,"Innovation, Informatique, Leadership, Stratégie d'entreprise, Finance, Ressources humaines"
18501,Kenza Hmida,kenza.hmida559@orange.tn,apprenant,+21698565457,Tunisie,Siliana,1987-09-05,"Intelligence artificielle, Digital transformation, Mentoring, IoT"
18502,Walid Hamdi,walid.hamdi406@yahoo.fr,apprenant,+21620178326,Tunisie,Sidi Bouzid,2004-01-04,"Business intelligence, Communication"
18503,Lobna Ghanmi,lobna.ghanmi478@gmail.com,apprenant,+21695881568,Tunisie,Zaghouan,1989-08-24,"Machine learning, Mentoring, Informatique, Technologie, Blockchain, Analyse de données"
18504,Nour Daoud,nour.daoud196@topnet.tn,apprenant,+21620997621,Tunisie,Kébili,1995-06-01,"Marketing digital, Veille technologique"
17357,Test Apprenant,testapprenant25@gmail.com,apprenant,+21698123456,Tunisie,Tunis,2000-06-23,"Développement web, Cloud computing"
17358,Test Formateur,formateurtest7@gmail.com,formateur,+21697123456,Tunisie,Sfax,1990-01-02,"Gestion de projet, DevOps"
17359,Fadoua Abdelhak,fadoua.abdelhak@polytechnicien.tn,admin,+21696123456,Tunisie,Tunis,1985-04-21,"IT Governance, Formation professionnelle"
17360,Fatma Horchani,fatma.horchani54@laposte.net,formateur,+21625347857,Tunisie,Tozeur,1984-04-09,"Marketing digital, Mentoring, Veille technologique, Communication, Informatique, DevOps"
17361,Sabrine Daoud,sabrine.daoud267@live.com,formateur,+21697347588,Tunisie,Gabès,1977-03-21,"Digital transformation, Cloud computing, Mentoring, Coaching"
17362,Hatem Ben Salah,hatem.ben.salah430@outlook.com,formateur,+21695824906,Tunisie,Sousse,1968-03-08,"DevOps, Cybersécurité, Digital transformation, Formation professionnelle, Business intelligence, Intelligence artificielle"
17363,Emna Dhouib,emna.dhouib542@laposte.net,formateur,+21694552494,Tunisie,Gafsa,1968-06-05,"Management, Audit, Ressources humaines, Lean management, Marketing digital"
17364,Karim Gasmi,karim.gasmi33@topnet.tn,formateur,+21626482548,Tunisie,Mahdia,1974-02-04,"Qualité, Informatique, Business intelligence"
17365,Sonia Ktari,sonia.ktari661@outlook.com,formateur,+21655042348,Tunisie,Sfax,1962-10-06,"Cybersécurité, Mentoring, Marketing digital, Machine learning, Blockchain"
17366,Manel Limam,manel.limam126@orange.tn,formateur,+21622535528,Tunisie,Tozeur,1975-04-02,"Agile, Formation professionnelle"
17367,Maroua Mahjoub,maroua.mahjoub74@live.com,formateur,+21628351543,Tunisie,Kébili,1987-02-20,"DevOps, Business intelligence, Agile, Informatique, E-commerce"
17368,Hajer Gabsi,hajer.gabsi12@gmail.com,formateur,+21696863829,Tunisie,Manouba,1977-06-11,"ITIL, Business intelligence"
17369,Wafa Miled,wafa.miled43@outlook.com,formateur,+21621536691,Tunisie,Médenine,1967-09-23,"Communication, Blockchain, Qualité, Lean management, Technologie"
17370,Samir Fatnassi,samir.fatnassi309@outlook.com,formateur,+21620162739,Tunisie,Kasserine,1966-11-05,"Coaching, Finance"
17371,Emad Dridi,emad.dridi806@topnet.tn,formateur,+21626598189,Tunisie,Béja,1978-12-21,"Informatique, Gestion de projet, Entrepreneuriat, Qualité, Cloud computing, Technologie"
17372,Hedi Marzouki,hedi.marzouki908@laposte.net,formateur,+21651344067,Tunisie,Médenine,1964-06-10,"Veille technologique, Développement web"
17373,Nesrine Trabelsi,nesrine.trabelsi593@hotmail.com,formateur,+21658732306,Tunisie,Gafsa,1990-03-05,"Management, Communication, Développement web"
17374,Wassim Daoud,wassim.daoud682@orange.tn,formateur,+21620754400,Tunisie,Manouba,1980-08-25,"ITIL, Leadership"
17375,Yosra Sellami,yosra.sellami616@orange.tn,formateur,+21652759421,Tunisie,Sidi Bouzid,1974-02-06,"Conseil, Management, Stratégie d'entreprise"
17376,Amel Maaloul,amel.maaloul888@topnet.tn,formateur,+21694673029,Tunisie,Tataouine,1967-05-07,"Entrepreneuriat, Ressources humaines, Marketing digital, Finance, Management"
17377,Ahlem Jelassi,ahlem.jelassi97@gmail.com,formateur,+21620481329,Tunisie,Tunis,1961-04-18,"Marketing digital, Cloud computing, Blockchain, Certification"
17378,Farouk Louati,farouk.louati969@gmail.com,formateur,+21659139205,Tunisie,Kairouan,1971-08-11,"Innovation, Marketing digital"
17379,Zohra Dhouib,zohra.dhouib818@orange.tn,formateur,+21655385738,Tunisie,Manouba,1962-05-13,"Technologie, Digital transformation, Certification, Ressources humaines, Qualité"
17380,Moez Fkih,moez.fkih42@gmail.com,formateur,+21695705914,Tunisie,Zaghouan,1985-01-07,"Qualité, Coaching, Conseil, E-commerce"
17381,Ahmed Layouni,ahmed.layouni95@live.com,formateur,+21699566768,Tunisie,Gafsa,1972-01-19,"Digital transformation, Machine learning"
17382,Amira Bouzid,amira.bouzid170@yahoo.fr,formateur,+21691401712,Tunisie,Gafsa,1979-08-10,"Digital transformation, Analyse de données"
17383,Hana Ferjani,hana.ferjani304@laposte.net,formateur,+21628422794,Tunisie,Médenine,1979-07-16,"Ressources humaines, Entrepreneuriat"
17384,Chedly Chaabane,chedly.chaabane234@laposte.net,formateur,+21691302883,Tunisie,Nabeul,1991-06-14,"E-commerce, Cloud computing"
17385,Zied Marzouki,zied.marzouki902@topnet.tn,formateur,+21693918049,Tunisie,Kasserine,1974-11-30,"Audit, Digital transformation, Lean management, Cybersécurité, Management"
17386,Takwa Karoui,takwa.karoui868@outlook.com,formateur,+21623832109,Tunisie,Sousse,1981-07-02,"Qualité, Technologie, Blockchain, Marketing digital"
17387,Walid Essid,walid.essid33@yahoo.fr,formateur,+21699004538,Tunisie,Bizerte,1988-02-15,"DevOps, Finance, Audit, Agile, ITIL"
17388,Mehdi Laabidi,mehdi.laabidi612@topnet.tn,formateur,+21656543214,Tunisie,Sousse,1975-04-08,"Stratégie d'entreprise, Mentoring, Formation professionnelle, Blockchain, Entrepreneuriat, Innovation"
17389,Najoua Meddeb,najoua.meddeb921@outlook.com,formateur,+21655878010,Tunisie,Sousse,1972-05-23,"Agile, Ressources humaines, Veille technologique"
17390,Jamel Neffati,jamel.neffati562@topnet.tn,formateur,+21625097656,Tunisie,Jendouba,1961-11-24,"Qualité, Business intelligence"
17391,Emad Chedly,emad.chedly734@topnet.tn,formateur,+21629435657,Tunisie,Gafsa,1984-11-18,"ITIL, Qualité, Entrepreneuriat"
17392,Wassim Chaabane,wassim.chaabane903@outlook.com,formateur,+21621029977,Tunisie,Le Kef,1983-04-09,"Développement web, Business intelligence"
17393,Takwa Ben Salah,takwa.ben.salah309@laposte.net,formateur,+21659005556,Tunisie,Siliana,1978-11-02,"Technologie, Management, Finance"
17394,Emad Bouslama,emad.bouslama660@live.com,formateur,+21655708544,Tunisie,Sidi Bouzid,1987-01-10,"Entrepreneuriat, Ressources humaines, Cloud computing, Communication, Formation professionnelle"
17395,Yasmine Ezzine,yasmine.ezzine740@live.com,formateur,+21695486959,Tunisie,Monastir,1973-06-23,"Cybersécurité, DevOps, Ressources humaines, Qualité"
17396,Amine Mrad,amine.mrad261@hotmail.com,formateur,+21620586987,Tunisie,Ben Arous,1979-06-05,"Développement web, Conseil"
17397,Lassad Mestiri,lassad.mestiri314@gmail.com,formateur,+21654239629,Tunisie,Bizerte,1980-01-24,"E-commerce, Innovation, Leadership, Ressources humaines"
17398,Ali Gharbi,ali.gharbi73@laposte.net,formateur,+21623716937,Tunisie,Béja,1982-08-21,"Gestion de projet, Cybersécurité, Ressources humaines"
17399,Kais Sellami,kais.sellami645@laposte.net,formateur,+21651443275,Tunisie,Le Kef,1960-04-11,"Qualité, Intelligence artificielle, Gestion de projet, Cybersécurité, Lean management"
17400,Samia Ferjani,samia.ferjani770@yahoo.fr,formateur,+21628308011,Tunisie,Siliana,1987-09-05,"Formation professionnelle, Informatique"
17401,Manel Ben Ahmed,manel.ben.ahmed63@topnet.tn,formateur,+21623595145,Tunisie,Ariana,1993-08-09,"IoT, Entrepreneuriat, Technologie, Coaching"
17402,Rania Rekik,rania.rekik211@topnet.tn,formateur,+21652723020,Tunisie,Ben Arous,1970-01-22,"Blockchain, Informatique, Gestion de projet"
17403,Intissar Omrani,intissar.omrani592@gmail.com,formateur,+21694113142,Tunisie,Ariana,1965-02-13,"Machine learning, Lean management"
17404,Ali Ben Youssef,ali.ben.youssef205@live.com,formateur,+21624776843,Tunisie,Kébili,1979-10-14,"Machine learning, Management, Informatique"
17405,Hichem Derbali,hichem.derbali348@hotmail.com,formateur,+21653312043,Tunisie,Tunis,1982-10-15,"ITIL, Ressources humaines"
17406,Sonia Daoud,sonia.daoud324@laposte.net,formateur,+21625879722,Tunisie,Gafsa,1969-10-22,"Cloud computing, Innovation"
17407,Moez Ktari,moez.ktari862@orange.tn,formateur,+21659557229,Tunisie,Kairouan,1960-11-24,"Communication, Certification, Technologie"
17408,Slim Bouaziz,slim.bouaziz420@topnet.tn,formateur,+21659486492,Tunisie,Médenine,1961-01-22,"Veille technologique, Leadership, ITIL, Cybersécurité"
17409,Fethi Essid,fethi.essid644@orange.tn,formateur,+21692346355,Tunisie,Monastir,1988-05-10,"Blockchain, Communication, Agile, Mentoring, Leadership, Ressources humaines"
17410,Karim Hassen,karim.hassen154@topnet.tn,formateur,+21629276006,Tunisie,Ariana,1979-08-25,"Analyse de données, Blockchain, Management, Stratégie d'entreprise, E-commerce"
17411,Zeineb Ferjani,zeineb.ferjani254@laposte.net,formateur,+21626835146,Tunisie,Médenine,1978-02-24,"Agile, DevOps"
17412,Tarek Ezzine,tarek.ezzine832@yahoo.fr,formateur,+21694091765,Tunisie,Monastir,1979-12-18,"Management, Entrepreneuriat, Machine learning, Qualité"
17413,Bochra Ghali,bochra.ghali713@orange.tn,formateur,+21623790625,Tunisie,Médenine,1964-03-09,"Leadership, Stratégie d'entreprise, Cloud computing, Machine learning"
17414,Najoua Ghanmi,najoua.ghanmi40@yahoo.fr,formateur,+21650898105,Tunisie,Tozeur,1984-03-23,"Mentoring, Agile, Audit, Innovation, Ressources humaines"
17415,Salma Nasri,salma.nasri341@laposte.net,formateur,+21654597950,Tunisie,Sousse,1995-09-21,"Mentoring, Blockchain, Coaching"
17416,Bassem Ktari,bassem.ktari306@outlook.com,formateur,+21652089657,Tunisie,Gafsa,1967-09-05,"Développement web, Ressources humaines, Innovation, ITIL, Leadership"
17417,Karim Fatnassi,karim.fatnassi622@outlook.com,formateur,+21699746574,Tunisie,Sfax,1961-02-24,"Communication, Coaching, Informatique, Business intelligence, Développement web, Technologie"
17418,Lamia Jouini,lamia.jouini960@live.com,formateur,+21693841780,Tunisie,Kasserine,1971-09-27,"IoT, Veille technologique, Digital transformation, Management, Formation professionnelle, Coaching"
17419,Wassim Hadj,wassim.hadj42@gmail.com,formateur,+21693501661,Tunisie,Béja,1993-08-11,"E-commerce, Lean management, Certification"
17420,Farah Rekik,farah.rekik821@topnet.tn,formateur,+21650086955,Tunisie,Mahdia,1985-08-18,"Veille technologique, DevOps, Coaching"
17421,Ikram Bouhamed,ikram.bouhamed269@live.com,formateur,+21650425495,Tunisie,Sidi Bouzid,1973-12-08,"ITIL, Audit, DevOps, Finance"
17422,Farah Kchir,farah.kchir595@orange.tn,formateur,+21625522392,Tunisie,Gafsa,1972-04-12,"DevOps, Cloud computing, Mentoring"
17423,Farah Chaieb,farah.chaieb714@yahoo.fr,formateur,+21629015087,Tunisie,Gafsa,1986-01-18,"Coaching, Machine learning, IoT, Management, Innovation"
17424,Salah Feriani,salah.feriani144@outlook.com,formateur,+21654475445,Tunisie,Manouba,1971-02-23,"Informatique, Formation professionnelle, Développement web"
17425,Latifa Sellami,latifa.sellami144@gmail.com,formateur,+21650019765,Tunisie,Nabeul,1979-10-26,"Finance, Technologie, Machine learning"
17426,Maroua Chihaoui,maroua.chihaoui753@topnet.tn,formateur,+21650476565,Tunisie,Kasserine,1978-12-15,"Entrepreneuriat, Cloud computing, Veille technologique, Communication"
17427,Karim Layouni,karim.layouni501@orange.tn,formateur,+21629879425,Tunisie,Kairouan,1980-02-25,"Développement web, Audit"
17428,Fares Ezzine,fares.ezzine56@laposte.net,formateur,+21625241284,Tunisie,Sfax,1972-05-21,"ITIL, Conseil, Innovation, Formation professionnelle, Entrepreneuriat"
17429,Tarek Chebbi,tarek.chebbi801@yahoo.fr,formateur,+21653466357,Tunisie,Tozeur,1989-02-15,"Stratégie d'entreprise, DevOps, Développement web, Qualité, Business intelligence, Audit"
17430,Taoufik Guizani,taoufik.guizani876@gmail.com,formateur,+21691172693,Tunisie,Tataouine,1968-12-06,"Digital transformation, Business intelligence, Technologie, Gestion de projet, Communication"
17431,Ahlem Karray,ahlem.karray653@gmail.com,formateur,+21628171793,Tunisie,Sousse,1976-05-02,"Conseil, Analyse de données"
17432,Ghazi Ferchichi,ghazi.ferchichi808@topnet.tn,formateur,+21692604005,Tunisie,Jendouba,1964-03-13,"Business intelligence, Technologie"
17433,Myriam Nasri,myriam.nasri581@outlook.com,formateur,+21654819015,Tunisie,Nabeul,1985-04-01,"Business intelligence, Stratégie d'entreprise"
17434,Wael Ben Ali,wael.ben.ali295@live.com,formateur,+21651185153,Tunisie,Kébili,1991-09-10,"Audit, Leadership, Innovation"
17435,Khaled Nasri,khaled.nasri223@laposte.net,formateur,+21697490856,Tunisie,Nabeul,1969-09-11,"Management, Digital transformation, Cloud computing"
17436,Ahmed Ghanmi,ahmed.ghanmi1@live.com,formateur,+21652557726,Tunisie,Manouba,1992-03-02,"Informatique, Business intelligence, Marketing digital, Entrepreneuriat, Communication"
17437,Omar Khlif,omar.khlif898@hotmail.com,formateur,+21625766500,Tunisie,Zaghouan,1984-01-23,"Informatique, Veille technologique, Digital transformation, Communication, Coaching"
17438,Emad Mejri,emad.mejri505@yahoo.fr,formateur,+21658564325,Tunisie,Siliana,1987-11-04,"Management, Innovation"
17439,Hichem Jemli,hichem.jemli252@topnet.tn,formateur,+21693315076,Tunisie,Gabès,1991-01-02,"Machine learning, Veille technologique"
17440,Hana Mrad,hana.mrad887@gmail.com,formateur,+21699763494,Tunisie,Kébili,1993-09-16,"Blockchain, Analyse de données, Business intelligence"
17441,Jamel Mejri,jamel.mejri975@hotmail.com,formateur,+21651489841,Tunisie,Nabeul,1980-12-01,"Agile, Ressources humaines, IoT, Business intelligence, Intelligence artificielle, Management"
17442,Ghazi Hassen,ghazi.hassen389@yahoo.fr,formateur,+21690091583,Tunisie,Monastir,1993-03-15,"Management, Analyse de données, Marketing digital"
17443,Rania Kammoun,rania.kammoun631@gmail.com,formateur,+21659691060,Tunisie,Sfax,1961-05-22,"Cloud computing, Finance, Innovation, Machine learning, Développement web, Business intelligence"
17444,Salma Chedly,salma.chedly376@laposte.net,formateur,+21650648564,Tunisie,Sfax,1967-08-07,"Marketing digital, Qualité, Stratégie d'entreprise, ITIL, IoT"
17445,Youssef Jelassi,youssef.jelassi461@orange.tn,formateur,+21659704803,Tunisie,Le Kef,1986-05-22,"Conseil, Gestion de projet, Blockchain"
17446,Samia Limam,samia.limam434@orange.tn,formateur,+21621171403,Tunisie,Tozeur,1976-09-08,"ITIL, Stratégie d'entreprise"
17447,Fares Jouini,fares.jouini80@hotmail.com,formateur,+21623014933,Tunisie,Kairouan,1981-04-14,"Mentoring, Stratégie d'entreprise"
17448,Rim Jouini,rim.jouini698@gmail.com,formateur,+21620228656,Tunisie,Gabès,1995-07-01,"Formation professionnelle, Analyse de données"
17449,Fares Landolsi,fares.landolsi382@laposte.net,formateur,+21699792824,Tunisie,Béja,1974-02-10,"IoT, Marketing digital, Intelligence artificielle"
17450,Dorsaf Labidi,dorsaf.labidi232@orange.tn,formateur,+21658450254,Tunisie,Nabeul,1979-11-16,"Communication, Cloud computing, Stratégie d'entreprise, Innovation, Certification, Informatique"
17451,Khaled Omrani,khaled.omrani682@hotmail.com,formateur,+21692118579,Tunisie,Sidi Bouzid,1976-05-08,"E-commerce, Audit, Cloud computing, Coaching, IoT, Qualité"
17452,Rania Chebbi,rania.chebbi465@yahoo.fr,formateur,+21627955539,Tunisie,Tataouine,1965-05-22,"Conseil, Audit"
17453,Omar Laabidi,omar.laabidi972@live.com,formateur,+21625589938,Tunisie,Monastir,1971-03-08,"Technologie, Agile, Machine learning"
17454,Emad Ezzine,emad.ezzine845@live.com,formateur,+21651157803,Tunisie,Zaghouan,1971-03-04,"Intelligence artificielle, Formation professionnelle"
17455,Samia Kammoun,samia.kammoun965@orange.tn,formateur,+21657197631,Tunisie,Tozeur,1990-01-15,"Développement web, Innovation, Lean management, Veille technologique, Qualité, E-commerce"
17456,Noureddine Sellami,noureddine.sellami286@yahoo.fr,formateur,+21625925293,Tunisie,Manouba,1978-10-07,"Management, Cybersécurité, Coaching"
17457,Salah Rekik,salah.rekik695@orange.tn,formateur,+21625382103,Tunisie,Le Kef,1988-09-27,"DevOps, E-commerce"
17458,Omar Fkih,omar.fkih532@topnet.tn,formateur,+21624255614,Tunisie,Monastir,1991-11-01,"IoT, Innovation, E-commerce, Communication, Business intelligence, Marketing digital"
17459,Imed Jebali,imed.jebali408@live.com,formateur,+21695623113,Tunisie,Gabès,1975-08-21,"Conseil, Business intelligence"
17460,Ahmed Rekik,ahmed.rekik406@outlook.com,formateur,+21695054911,Tunisie,Mahdia,1961-10-10,"Innovation, Intelligence artificielle, Formation professionnelle, Lean management, Analyse de données"
17461,Farouk Miled,farouk.miled190@gmail.com,formateur,+21658234498,Tunisie,Gabès,1970-02-06,"Mentoring, Audit, Veille technologique"
17462,Cyrine Jazi,cyrine.jazi670@orange.tn,formateur,+21690467416,Tunisie,Tunis,1988-04-07,"Finance, Conseil, Gestion de projet, Cloud computing, DevOps"
17463,Chedly Bouslama,chedly.bouslama476@live.com,formateur,+21650740941,Tunisie,Tataouine,1984-02-05,"Certification, Cybersécurité, Leadership, Veille technologique, Audit"
17464,Samia Bouslama,samia.bouslama777@orange.tn,formateur,+21624778221,Tunisie,Jendouba,1962-10-18,"Mentoring, Qualité, Business intelligence, Finance"
17465,Dalila Benhassan,dalila.benhassan543@gmail.com,formateur,+21693373832,Tunisie,Mahdia,1993-02-06,"Conseil, Cybersécurité, Veille technologique"
17466,Chiraz Layouni,chiraz.layouni265@gmail.com,formateur,+21653190848,Tunisie,Bizerte,1973-07-27,"Digital transformation, Cloud computing, Machine learning, Développement web, Blockchain, Informatique"
17467,Karim Jazi,karim.jazi707@laposte.net,formateur,+21657762024,Tunisie,Béja,1972-07-12,"Mentoring, Certification, Cybersécurité, Marketing digital, Informatique"
17468,Noureddine Mansouri,noureddine.mansouri271@yahoo.fr,formateur,+21652474326,Tunisie,Kasserine,1968-10-14,"Entrepreneuriat, Cybersécurité, Management, Marketing digital, Lean management, Cloud computing"
17469,Dorra Sellami,dorra.sellami355@outlook.com,formateur,+21693518790,Tunisie,Le Kef,1979-08-18,"Innovation, Analyse de données, Conseil, Développement web, Informatique"
17470,Moez Landolsi,moez.landolsi315@hotmail.com,formateur,+21693138974,Tunisie,Siliana,1972-11-23,"Communication, Entrepreneuriat, Intelligence artificielle, Cybersécurité"
17471,Jamel Maaloul,jamel.maaloul613@laposte.net,formateur,+21623556519,Tunisie,Tunis,1967-12-22,"Entrepreneuriat, Intelligence artificielle"
17472,Hatem Daoud,hatem.daoud194@gmail.com,formateur,+21624757140,Tunisie,Kasserine,1968-12-16,"Conseil, Lean management"
17473,Emad Louati,emad.louati162@topnet.tn,formateur,+21657805189,Tunisie,Kébili,1995-06-17,"Développement web, Agile, Gestion de projet"
17474,Yassine Dhouib,yassine.dhouib782@gmail.com,formateur,+21653831204,Tunisie,Mahdia,1978-06-03,"Certification, Développement web, Gestion de projet, Formation professionnelle, DevOps, Ressources humaines"
17475,Manel Dali,manel.dali813@yahoo.fr,formateur,+21629385799,Tunisie,Ariana,1970-07-08,"IoT, Gestion de projet, E-commerce, DevOps, Coaching"
17476,Lamia Jebali,lamia.jebali389@laposte.net,formateur,+21629298479,Tunisie,Sousse,1979-06-11,"Formation professionnelle, IoT, Agile"
17477,Walid Louati,walid.louati753@outlook.com,formateur,+21620102703,Tunisie,Ariana,1982-02-17,"Machine learning, Certification, Stratégie d'entreprise, Conseil"
17478,Chedly Horchani,chedly.horchani996@orange.tn,formateur,+21655831375,Tunisie,Monastir,1993-03-03,"Coaching, Développement web, Veille technologique, Finance"
17479,Ridha Dridi,ridha.dridi739@outlook.com,formateur,+21628706537,Tunisie,Tozeur,1988-12-09,"Qualité, Innovation, Ressources humaines, Business intelligence, IoT, Conseil"
