ID,Nom,Email,Rôle,Téléphone,Pays,Ville,Date de naissance,Centres d'intérêt
4673,Fadoua Abdelhak,fadoua.abdelhak@polytechnicien.tn,admin,+21696123456,Tunisie,Tunis,1985-04-30,"IT Governance, Formation professionnelle"
4674,Nesrine Marzouki,nesrine.marzouki26@outlook.com,formateur,+21655132603,Tunisie,Gafsa,1965-03-26,"Blockchain, Machine learning"
4675,Hichem Chedly,hichem.chedly211@outlook.com,formateur,+21695360725,Tunisie,Monastir,1962-10-20,"Développement web, Analyse de données, Coaching, Conseil"
4676,Thouraya Ben Youssef,thouraya.ben.youssef6@outlook.com,formateur,+21650257331,Tunisie,Monastir,1963-07-24,"E-commerce, Entrepreneuriat"
4677,Hajer Miled,hajer.miled553@yahoo.fr,formateur,+21655992752,Tunisie,Siliana,1991-03-14,"ITIL, Stratégie d'entreprise, Informatique, Certification, Marketing digital, Communication"
4678,Yassine Feriani,yassine.feriani13@hotmail.com,formateur,+21653161109,Tunisie,Monastir,1973-03-12,"Intelligence artificielle, Machine learning, IoT, Veille technologique, Cloud computing"
4679,Dali Landolsi,dali.landolsi982@hotmail.com,formateur,+21696334487,Tunisie,Le Kef,1961-09-21,"Analyse de données, IoT"
4680,Maher Horchani,maher.horchani217@yahoo.fr,formateur,+21699476937,Tunisie,Zaghouan,1966-08-06,"Entrepreneuriat, Audit, Management"
4681,Emna Feriani,emna.feriani488@topnet.tn,formateur,+21696161093,Tunisie,Nabeul,1985-01-20,"Développement web, Cybersécurité, Communication, IoT"
4682,Karima Maaloul,karima.maaloul777@topnet.tn,formateur,+21693612246,Tunisie,Médenine,1971-09-11,"Cloud computing, Coaching"
4683,Hedi Daoud,hedi.daoud137@hotmail.com,formateur,+21628917035,Tunisie,Tozeur,1980-01-25,"E-commerce, Machine learning, Business intelligence, Cybersécurité, Digital transformation, Agile"
4684,Yasmine Ezzine,yasmine.ezzine667@hotmail.com,formateur,+21620163154,Tunisie,Tataouine,1993-06-13,"Cloud computing, Coaching, Entrepreneuriat, Marketing digital, Technologie, Blockchain"
4685,Dorsaf Ghorbel,dorsaf.ghorbel796@live.com,formateur,+21697551657,Tunisie,Bizerte,1965-01-01,"Technologie, Innovation, Ressources humaines, Coaching, Cloud computing"
4686,Maroua Hassen,maroua.hassen201@laposte.net,formateur,+21695487466,Tunisie,Bizerte,1970-09-25,"Cybersécurité, Formation professionnelle, Marketing digital, DevOps"
4687,Samir Horchani,samir.horchani305@hotmail.com,formateur,+21653528422,Tunisie,Tozeur,1963-08-25,"Technologie, Innovation"
4688,Maher Nabli,maher.nabli535@gmail.com,formateur,+21698077811,Tunisie,Ben Arous,1963-11-10,"Stratégie d'entreprise, Audit, ITIL, Intelligence artificielle, Machine learning, Analyse de données"
4689,Sabrine Ben Ali,sabrine.ben.ali806@live.com,formateur,+21693307693,Tunisie,Gafsa,1963-01-04,"Management, Digital transformation, Lean management"
4690,Samir Guizani,samir.guizani435@orange.tn,formateur,+21623327924,Tunisie,Le Kef,1990-02-09,"Certification, ITIL"
4691,Kais Mahjoub,kais.mahjoub736@hotmail.com,formateur,+21623570298,Tunisie,Ariana,1993-11-15,"Blockchain, Certification, Gestion de projet"
4692,Ridha Ferjani,ridha.ferjani437@orange.tn,formateur,+21692438931,Tunisie,Mahdia,1976-04-09,"Finance, Conseil, Communication, Veille technologique, Business intelligence"
4693,Khadija Benhassan,khadija.benhassan863@yahoo.fr,formateur,+21655328522,Tunisie,Béja,1962-04-18,"Communication, Développement web, Mentoring"
4694,Salma Ghanmi,salma.ghanmi429@gmail.com,formateur,+21654141454,Tunisie,Béja,1971-02-28,"Intelligence artificielle, Entrepreneuriat, Ressources humaines, Finance"
4695,Omar Trabelsi,omar.trabelsi63@hotmail.com,formateur,+21651454332,Tunisie,Tataouine,1966-09-12,"Innovation, Finance"
4696,Dalila Landolsi,dalila.landolsi890@gmail.com,formateur,+21656138692,Tunisie,Ben Arous,1979-06-17,"Cloud computing, Mentoring, Informatique, Communication, Management, Leadership"
4697,Omar Ktari,omar.ktari879@live.com,formateur,+21690680450,Tunisie,Le Kef,1960-07-20,"Digital transformation, ITIL, Finance, Agile"
4698,Yosra Guesmi,yosra.guesmi577@hotmail.com,formateur,+21690550474,Tunisie,Mahdia,1973-01-27,"Technologie, Coaching, DevOps"
4699,Amel Mansouri,amel.mansouri829@hotmail.com,formateur,+21624604373,Tunisie,Mahdia,1984-08-21,"Stratégie d'entreprise, Qualité, Ressources humaines"
4700,Farouk Essid,farouk.essid62@live.com,formateur,+21654367374,Tunisie,Manouba,1975-12-21,"Communication, Intelligence artificielle"
4701,Lassad Benhassan,lassad.benhassan627@orange.tn,formateur,+21629125094,Tunisie,Tunis,1980-04-13,"E-commerce, Digital transformation, Business intelligence, Analyse de données, Marketing digital"
4702,Wael Gasmi,wael.gasmi694@outlook.com,formateur,+21626145547,Tunisie,Sousse,1982-02-04,"Marketing digital, Développement web, Qualité, Stratégie d'entreprise, Lean management, Analyse de données"
4703,Chedly Layouni,chedly.layouni842@yahoo.fr,formateur,+21656822915,Tunisie,Kasserine,1983-12-16,"Finance, Coaching, Business intelligence, Audit, E-commerce"
4704,Mohamed Mrad,mohamed.mrad540@hotmail.com,formateur,+21690121684,Tunisie,Kairouan,1962-06-07,"Agile, Innovation, Business intelligence, Communication, ITIL, Audit"
4705,Rim Fatnassi,rim.fatnassi15@yahoo.fr,formateur,+21691119787,Tunisie,Ariana,1974-01-03,"Management, Finance, Ressources humaines"
4706,Tarek Ben Youssef,tarek.ben.youssef688@yahoo.fr,formateur,+21697351308,Tunisie,Tunis,1992-04-08,"Cybersécurité, Marketing digital, Ressources humaines, Cloud computing, Audit, Business intelligence"
4707,Nour Mrad,nour.mrad552@outlook.com,formateur,+21628238447,Tunisie,Gabès,1988-08-31,"Gestion de projet, Mentoring, IoT, E-commerce"
4708,Sonia Bouzid,sonia.bouzid49@outlook.com,formateur,+21691861742,Tunisie,Sousse,1960-10-22,"Lean management, Digital transformation, Formation professionnelle, Ressources humaines"
4709,Wided Chaabane,wided.chaabane616@laposte.net,formateur,+21690940220,Tunisie,Gafsa,1995-08-10,"E-commerce, Stratégie d'entreprise, Mentoring, Cybersécurité, Blockchain, Développement web"
4710,Chiraz Meddeb,chiraz.meddeb184@gmail.com,formateur,+21654045988,Tunisie,Mahdia,1990-02-07,"Formation professionnelle, Mentoring, Finance, Coaching, Technologie, Management"
4711,Samia Gabsi,samia.gabsi570@topnet.tn,formateur,+21622648200,Tunisie,Bizerte,1990-01-16,"Innovation, Management, Communication, Marketing digital"
4712,Zeineb Ghali,zeineb.ghali109@outlook.com,formateur,+21699397113,Tunisie,Sfax,1973-10-23,"Veille technologique, Entrepreneuriat, Certification, Cloud computing"
4713,Latifa Hachicha,latifa.hachicha186@orange.tn,formateur,+21696003637,Tunisie,Sfax,1989-01-07,"Machine learning, Gestion de projet, Entrepreneuriat"
4714,Aymen Kchir,aymen.kchir114@live.com,formateur,+21658456714,Tunisie,Sidi Bouzid,1960-07-05,"Développement web, Business intelligence, Innovation"
4715,Najoua Landolsi,najoua.landolsi355@live.com,formateur,+21692853186,Tunisie,Zaghouan,1963-03-04,"ITIL, Certification, Informatique, Leadership, Gestion de projet"
4716,Emad Hleli,emad.hleli357@laposte.net,formateur,+21651724883,Tunisie,Monastir,1991-06-24,"Ressources humaines, Qualité, Veille technologique, Analyse de données, ITIL"
4717,Takwa Jazi,takwa.jazi561@hotmail.com,formateur,+21629687175,Tunisie,Le Kef,1995-04-04,"Blockchain, Innovation"
4718,Karim Maaloul,karim.maaloul270@outlook.com,formateur,+21697653498,Tunisie,Mahdia,1988-11-27,"Stratégie d'entreprise, DevOps, Mentoring"
4719,Karim Mrad,karim.mrad73@hotmail.com,formateur,+21655575804,Tunisie,Tunis,1973-08-15,"Informatique, Certification, Audit, Stratégie d'entreprise"
4720,Najoua Kammoun,najoua.kammoun531@laposte.net,formateur,+21691550867,Tunisie,Jendouba,1989-08-10,"Business intelligence, Audit, Agile, Digital transformation, Analyse de données"
4721,Lassad Derbali,lassad.derbali59@gmail.com,formateur,+21697447102,Tunisie,Le Kef,1973-07-10,"Analyse de données, Leadership"
4722,Lamia Ouali,lamia.ouali972@hotmail.com,formateur,+21698666924,Tunisie,Ben Arous,1988-02-05,"Blockchain, Communication, Ressources humaines"
4723,Jamel Rekik,jamel.rekik195@topnet.tn,formateur,+21692029967,Tunisie,Kébili,1994-02-10,"Gestion de projet, DevOps"
4724,Taoufik Meddeb,taoufik.meddeb169@hotmail.com,formateur,+21690590231,Tunisie,Tozeur,1962-03-01,"Coaching, Cloud computing, Leadership, Stratégie d'entreprise, Finance"
4725,Ghazi Louati,ghazi.louati768@yahoo.fr,formateur,+21695045014,Tunisie,Sousse,1960-02-04,"DevOps, Management, Entrepreneuriat"
4726,Lamia Mabrouk,lamia.mabrouk724@yahoo.fr,formateur,+21652272002,Tunisie,Manouba,1962-09-04,"Informatique, Gestion de projet, Qualité"
4727,Omar Dali,omar.dali4@laposte.net,formateur,+21654998733,Tunisie,Gafsa,1991-03-02,"Intelligence artificielle, Qualité, Gestion de projet, Digital transformation"
4728,Nesrine Miled,nesrine.miled830@orange.tn,formateur,+21656505661,Tunisie,Béja,1972-04-03,"Coaching, Communication"
4729,Wided Ben Ali,wided.ben.ali228@hotmail.com,formateur,+21650379276,Tunisie,Kairouan,1982-02-24,"Coaching, E-commerce, Lean management, DevOps, Business intelligence"
4730,Nabil Kchir,nabil.kchir218@outlook.com,formateur,+21699298041,Tunisie,Gafsa,1971-07-04,"Communication, Blockchain, Qualité, Machine learning, ITIL, Cloud computing"
4731,Dorsaf Louati,dorsaf.louati670@live.com,formateur,+21628132055,Tunisie,Gabès,1960-11-16,"Marketing digital, Entrepreneuriat"
4732,Dali Laabidi,dali.laabidi59@live.com,formateur,+21690980584,Tunisie,Manouba,1990-09-21,"Finance, Analyse de données, Mentoring, Coaching, ITIL, Agile"
4733,Hatem Rekik,hatem.rekik739@topnet.tn,formateur,+21658816406,Tunisie,Zaghouan,1978-11-04,"Mentoring, Finance, E-commerce, Agile"
4734,Zied Derbali,zied.derbali267@orange.tn,formateur,+21690846059,Tunisie,Le Kef,1964-07-25,"Business intelligence, Certification, Technologie, Coaching, DevOps, Audit"
4735,Jamel Ferchichi,jamel.ferchichi179@hotmail.com,formateur,+21654357912,Tunisie,Sousse,1965-04-01,"Formation professionnelle, Audit, Agile, Certification"
4736,Sami Mansouri,sami.mansouri58@hotmail.com,formateur,+21693882985,Tunisie,Nabeul,1969-01-17,"E-commerce, Ressources humaines, Agile, Stratégie d'entreprise, Cloud computing, Formation professionnelle"
4737,Sonia Ben Youssef,sonia.ben.youssef52@hotmail.com,formateur,+21696474104,Tunisie,Sousse,1985-12-13,"Qualité, Entrepreneuriat"
4738,Amel Hmida,amel.hmida552@gmail.com,formateur,+21696345123,Tunisie,Kasserine,1980-01-25,"Blockchain, Technologie, ITIL, Marketing digital, Formation professionnelle, Entrepreneuriat"
4739,Dali Jouini,dali.jouini253@topnet.tn,formateur,+21695018198,Tunisie,Ben Arous,1992-04-12,"Lean management, Analyse de données, Audit, Conseil"
4740,Tarek Chedly,tarek.chedly797@gmail.com,formateur,+21651185452,Tunisie,Tunis,1987-03-11,"Qualité, Stratégie d'entreprise, Agile"
4741,Mariam Dali,mariam.dali559@laposte.net,formateur,+21698278484,Tunisie,Sousse,1973-05-20,"DevOps, Technologie, Stratégie d'entreprise, Veille technologique, Intelligence artificielle"
4742,Hedi Hamza,hedi.hamza89@topnet.tn,formateur,+21657365741,Tunisie,Manouba,1978-09-20,"Intelligence artificielle, Mentoring, Digital transformation, Gestion de projet, Qualité, Coaching"
4743,Lassad Fourati,lassad.fourati769@laposte.net,formateur,+21692364633,Tunisie,Médenine,1977-04-23,"Audit, Analyse de données"
4744,Wided Karoui,wided.karoui811@outlook.com,formateur,+21655575457,Tunisie,Manouba,1984-11-01,"Management, Lean management, Entrepreneuriat, Agile, ITIL"
4745,Kenza Ghanmi,kenza.ghanmi928@outlook.com,formateur,+21623140589,Tunisie,Manouba,1971-07-03,"Intelligence artificielle, Informatique, Innovation, Lean management, Conseil"
4746,Adel Mejri,adel.mejri975@laposte.net,formateur,+21624371042,Tunisie,Mahdia,1969-06-03,"Certification, Lean management"
4747,Youssef Ben Ahmed,youssef.ben.ahmed402@hotmail.com,formateur,+21627807167,Tunisie,Gafsa,1974-11-10,"Certification, Machine learning"
4748,Nabil Louati,nabil.louati684@orange.tn,formateur,+21696779781,Tunisie,Médenine,1971-05-19,"Mentoring, DevOps, Lean management"
4749,Samir Gharbi,samir.gharbi795@yahoo.fr,formateur,+21621727871,Tunisie,Tunis,1990-08-02,"Leadership, Digital transformation"
4750,Thouraya Guesmi,thouraya.guesmi573@yahoo.fr,formateur,+21621008270,Tunisie,Kasserine,1984-04-09,"Cybersécurité, Leadership, Technologie, Lean management, Conseil"
4751,Salma Karray,salma.karray304@yahoo.fr,formateur,+21624410018,Tunisie,Sousse,1994-09-12,"Communication, Cloud computing, Marketing digital, ITIL, Certification"
4752,Chiraz Ferchichi,chiraz.ferchichi564@yahoo.fr,formateur,+21653023319,Tunisie,Zaghouan,1969-01-18,"Machine learning, Coaching, Technologie, Innovation, Mentoring"
4753,Hiba Feriani,hiba.feriani879@orange.tn,formateur,+21624937593,Tunisie,Manouba,1991-01-08,"DevOps, Agile, Management, Formation professionnelle"
4754,Bilel Hamza,bilel.hamza492@outlook.com,formateur,+21698242303,Tunisie,Zaghouan,1983-12-02,"Veille technologique, Certification"
4755,Tarek Hmida,tarek.hmida641@live.com,formateur,+21625403459,Tunisie,Nabeul,1983-03-17,"Gestion de projet, Innovation, Business intelligence, Cybersécurité, Stratégie d'entreprise, Mentoring"
4756,Fadia Derbali,fadia.derbali857@outlook.com,formateur,+21622276541,Tunisie,Gafsa,1965-06-02,"Cybersécurité, Communication, Agile, E-commerce, Cloud computing, Ressources humaines"
4757,Chedly Bouzid,chedly.bouzid974@yahoo.fr,formateur,+21626904729,Tunisie,Zaghouan,1985-04-26,"E-commerce, Innovation, Qualité, Leadership, Technologie, Management"
4758,Ghada Ezzine,ghada.ezzine949@yahoo.fr,formateur,+21651384546,Tunisie,Tunis,1980-08-09,"Finance, Innovation"
4759,Marwan Gharbi,marwan.gharbi876@hotmail.com,formateur,+21658963175,Tunisie,Sousse,1976-04-10,"Technologie, Entrepreneuriat, Machine learning, Agile, Certification, Management"
4760,Salma Nasri,salma.nasri497@live.com,formateur,+21656996206,Tunisie,Kébili,1984-05-25,"Ressources humaines, Marketing digital"
4761,Bilel Gasmi,bilel.gasmi830@laposte.net,formateur,+21657648670,Tunisie,Sousse,1978-12-08,"Analyse de données, ITIL"
4762,Najoua Hamdi,najoua.hamdi917@laposte.net,formateur,+21693844959,Tunisie,Ariana,1962-02-10,"Formation professionnelle, Agile, Digital transformation, Innovation"
4763,Bilel Daoud,bilel.daoud563@yahoo.fr,formateur,+21658861886,Tunisie,Ben Arous,1968-01-23,"Analyse de données, ITIL, Qualité, Innovation"
4764,Farah Dridi,farah.dridi59@yahoo.fr,formateur,+21629687130,Tunisie,Bizerte,1980-03-07,"Formation professionnelle, Blockchain"
4765,Ghada Dali,ghada.dali549@yahoo.fr,formateur,+21622690757,Tunisie,Ariana,1985-11-09,"Leadership, DevOps, Agile"
4766,Tarek Mahjoub,tarek.mahjoub801@laposte.net,formateur,+21624420281,Tunisie,Monastir,1982-09-15,"Intelligence artificielle, Formation professionnelle, Ressources humaines, Conseil, Digital transformation, Cloud computing"
4767,Dali Landolsi,dali.landolsi443@yahoo.fr,formateur,+21696720896,Tunisie,Jendouba,1995-05-19,"Veille technologique, Digital transformation, Ressources humaines"
4768,Slim Hajji,slim.hajji309@outlook.com,formateur,+21695430535,Tunisie,Médenine,1971-10-15,"Gestion de projet, Leadership, Développement web, IoT"
4769,Hatem Nasri,hatem.nasri698@hotmail.com,formateur,+21651697180,Tunisie,Jendouba,1986-10-26,"Analyse de données, Blockchain, Entrepreneuriat, Veille technologique, Intelligence artificielle"
4770,Mariam Mejri,mariam.mejri967@gmail.com,formateur,+21658514500,Tunisie,Béja,1970-10-02,"Certification, Machine learning, Innovation, Blockchain"
4771,Amel Karray,amel.karray853@laposte.net,formateur,+21690741539,Tunisie,Kasserine,1983-06-24,"Agile, Intelligence artificielle, Formation professionnelle"
4772,Bilel Mahjoub,bilel.mahjoub883@orange.tn,formateur,+21628931945,Tunisie,Nabeul,1978-02-18,"IoT, Business intelligence, Blockchain"
4773,Chiraz Ben Ali,chiraz.ben.ali116@hotmail.com,formateur,+21650788287,Tunisie,Manouba,1970-09-25,"Business intelligence, Cloud computing, Conseil, Machine learning"
4774,Tarek Mabrouk,tarek.mabrouk838@gmail.com,formateur,+21622996963,Tunisie,Tunis,1992-12-07,"ITIL, Qualité, Technologie, IoT, Leadership, Intelligence artificielle"
4775,Nesrine Jebali,nesrine.jebali472@orange.tn,formateur,+21627214185,Tunisie,Mahdia,1988-04-22,"Cloud computing, Qualité, Innovation, Stratégie d'entreprise, Informatique"
4776,Latifa Hmida,latifa.hmida610@topnet.tn,formateur,+21650989196,Tunisie,Kébili,1977-12-19,"Innovation, ITIL, Blockchain, Agile, IoT, Formation professionnelle"
4777,Youssef Guesmi,youssef.guesmi264@hotmail.com,formateur,+21699922581,Tunisie,Sidi Bouzid,1967-09-05,"Marketing digital, Formation professionnelle"
4778,Yosra Ben Ahmed,yosra.ben.ahmed674@live.com,formateur,+21655376747,Tunisie,Béja,1970-12-09,"Digital transformation, Management, Conseil"
4779,Jihene Bouhamed,jihene.bouhamed92@gmail.com,formateur,+21620120069,Tunisie,Sidi Bouzid,1961-03-09,"Formation professionnelle, Technologie, Lean management, Qualité"
4780,Aymen Nasri,aymen.nasri616@yahoo.fr,formateur,+21655219929,Tunisie,Nabeul,1968-03-20,"Certification, E-commerce, Développement web, Marketing digital, DevOps"
4781,Moez Horchani,moez.horchani846@outlook.com,formateur,+21698426308,Tunisie,Nabeul,1975-11-03,"Business intelligence, Marketing digital, Lean management"
4782,Zied Kammoun,zied.kammoun87@orange.tn,formateur,+21699136523,Tunisie,Béja,1972-03-27,"Cloud computing, Ressources humaines, Marketing digital, Agile, Cybersécurité"
4783,Amira Miled,amira.miled70@live.com,formateur,+21654536774,Tunisie,Sfax,1993-03-01,"Finance, Entrepreneuriat"
4784,Dorsaf Meddeb,dorsaf.meddeb172@laposte.net,formateur,+21690490289,Tunisie,Monastir,1987-07-21,"Audit, Entrepreneuriat, Technologie, Certification, Machine learning"
4785,Lassad Omrani,lassad.omrani376@topnet.tn,formateur,+21658653573,Tunisie,Bizerte,1988-01-05,"Intelligence artificielle, ITIL"
4786,Youssef Ktari,youssef.ktari296@live.com,formateur,+21698233268,Tunisie,Béja,1979-01-13,"Intelligence artificielle, Cybersécurité, IoT"
4787,Yassine Chebbi,yassine.chebbi826@yahoo.fr,formateur,+21698568320,Tunisie,Jendouba,1961-03-10,"Veille technologique, Entrepreneuriat, Développement web"
4788,Imed Hajji,imed.hajji601@hotmail.com,formateur,+21625248917,Tunisie,Sfax,1979-05-22,"Veille technologique, Technologie, Gestion de projet, Qualité, Agile"
4789,Nader Benhassan,nader.benhassan613@live.com,formateur,+21624053596,Tunisie,Nabeul,1968-09-02,"Mentoring, Business intelligence, Coaching, Analyse de données"
4790,Farah Marzouki,farah.marzouki692@topnet.tn,formateur,+21629463488,Tunisie,Tunis,1972-10-11,"Management, Gestion de projet"
4791,Hatem Miled,hatem.miled349@hotmail.com,formateur,+21690906899,Tunisie,Monastir,1991-09-07,"Business intelligence, Certification, Cloud computing, Mentoring, DevOps, Ressources humaines"
4792,Ahlem Chedly,ahlem.chedly698@laposte.net,formateur,+21657216804,Tunisie,Le Kef,1964-12-18,"Ressources humaines, Finance, Qualité, Management"
4793,Hana Chedly,hana.chedly440@laposte.net,formateur,+21651747567,Tunisie,Mahdia,1992-01-27,"Cybersécurité, E-commerce, Marketing digital, Blockchain"
4794,Bilel Mrad,bilel.mrad272@gmail.com,formateur,+21659571489,Tunisie,Jendouba,1989-07-07,"Stratégie d'entreprise, Coaching, Leadership, Marketing digital"
4795,Zouheir Jelassi,zouheir.jelassi878@laposte.net,formateur,+21697932902,Tunisie,Sousse,1975-08-17,"Informatique, Formation professionnelle, Technologie, Entrepreneuriat, Blockchain"
4796,Fethi Bouzid,fethi.bouzid299@live.com,formateur,+21690770704,Tunisie,Sfax,1991-09-30,"Leadership, Développement web, Stratégie d'entreprise, Mentoring"
4797,Chiraz Dali,chiraz.dali41@live.com,formateur,+21658201262,Tunisie,Zaghouan,1975-11-05,"Stratégie d'entreprise, Business intelligence, Formation professionnelle, Leadership"
4798,Olfa Hadj,olfa.hadj188@live.com,formateur,+21625298294,Tunisie,Kairouan,1990-02-17,"Audit, Cloud computing, Cybersécurité, Blockchain, Coaching"
4799,Takwa Bouzid,takwa.bouzid708@laposte.net,formateur,+21659989621,Tunisie,Mahdia,1995-12-12,"Blockchain, Finance"
4800,Samia Trabelsi,samia.trabelsi385@hotmail.com,formateur,+21650029371,Tunisie,Ariana,1983-02-04,"IoT, Veille technologique, Marketing digital"
4801,Ghazi Benhassan,ghazi.benhassan747@outlook.com,formateur,+21694332532,Tunisie,Ariana,1980-02-08,"Veille technologique, Digital transformation, Mentoring, Certification, Communication, Innovation"
4802,Mehdi Hleli,mehdi.hleli815@live.com,formateur,+21693959472,Tunisie,Zaghouan,1982-04-26,"Qualité, Communication, ITIL"
4803,Jamel Sellami,jamel.sellami589@outlook.com,formateur,+21656751887,Tunisie,Kairouan,1975-07-12,"Technologie, IoT, Management, Machine learning"
4804,Zied Ouali,zied.ouali390@outlook.com,formateur,+21694564431,Tunisie,Béja,1962-01-27,"Analyse de données, DevOps, Blockchain, Leadership"
4805,Thouraya Jemli,thouraya.jemli544@live.com,formateur,+21695172286,Tunisie,Sousse,1970-04-15,"Certification, Cybersécurité, Veille technologique"
4806,Nour Daoud,nour.daoud596@hotmail.com,formateur,+21699801586,Tunisie,Kasserine,1989-12-05,"Technologie, Leadership, DevOps, Communication"
4807,Rami Ghali,rami.ghali12@topnet.tn,formateur,+21694457697,Tunisie,Gafsa,1977-08-05,"Veille technologique, Communication, Développement web, Leadership, Gestion de projet, Ressources humaines"
4808,Adel Ben Ali,adel.ben.ali731@hotmail.com,formateur,+21622066277,Tunisie,Jendouba,1984-11-10,"Cybersécurité, Analyse de données"
4809,Amel Landolsi,amel.landolsi382@laposte.net,formateur,+21699453609,Tunisie,Kasserine,1990-05-01,"DevOps, Informatique, Ressources humaines, Analyse de données"
4810,Noureddine Dridi,noureddine.dridi56@topnet.tn,formateur,+21695207320,Tunisie,Bizerte,1990-04-18,"Veille technologique, Business intelligence, Cybersécurité, Informatique"
4811,Fatma Laabidi,fatma.laabidi366@orange.tn,formateur,+21620168115,Tunisie,Kébili,1991-09-24,"Audit, Digital transformation, Informatique, Coaching, Stratégie d'entreprise, Conseil"
4812,Khadija Dhouib,khadija.dhouib929@outlook.com,formateur,+21623475573,Tunisie,Tozeur,1994-03-12,"Cloud computing, Audit, Agile, Finance, Blockchain"
4813,Farouk Mansouri,farouk.mansouri840@live.com,formateur,+21629911997,Tunisie,Sidi Bouzid,1992-11-19,"DevOps, Analyse de données"
4814,Najoua Ferchichi,najoua.ferchichi941@live.com,formateur,+21652360976,Tunisie,Tataouine,1986-12-16,"Agile, Leadership, Cybersécurité"
4815,Samir Jazi,samir.jazi449@orange.tn,formateur,+21692421629,Tunisie,Tataouine,1972-04-24,"Informatique, Certification, Blockchain, Innovation"
4816,Wassim Chaabane,wassim.chaabane553@topnet.tn,formateur,+21651799273,Tunisie,Ben Arous,1986-04-19,"Audit, Blockchain, Machine learning, Mentoring, Conseil"
4817,Wided Hleli,wided.hleli370@orange.tn,formateur,+21694093306,Tunisie,Sousse,1982-09-07,"Lean management, Entrepreneuriat, Cloud computing, Conseil, Management"
4818,Fares Guesmi,fares.guesmi232@laposte.net,formateur,+21658370166,Tunisie,Kasserine,1962-10-05,"Intelligence artificielle, Cybersécurité, Gestion de projet, Développement web"
4819,Youssef Mejri,youssef.mejri914@laposte.net,formateur,+21622656796,Tunisie,Sousse,1971-01-01,"Blockchain, Audit, Gestion de projet"
4820,Nesrine Louati,nesrine.louati1@orange.tn,formateur,+21696875249,Tunisie,Siliana,1965-04-24,"Technologie, IoT, Analyse de données, Digital transformation"
4821,Youssef Marzouki,youssef.marzouki434@outlook.com,formateur,+21693063818,Tunisie,Béja,1975-09-08,"Agile, Stratégie d'entreprise, Qualité, Conseil, Développement web, Analyse de données"
