ID,Nom,Email,Rôle,Téléphone,Pays,Ville,Date de naissance,Centres d'intérêt
21990,Salah Jelassi,salah.jelassi342@laposte.net,formateur,+21651213482,Tunisie,Tataouine,1968-02-09,"Leadership, Stratégie d'entreprise, E-commerce, Audit, Digital transformation, Certification"
21991,Hiba Ghanmi,hiba.ghanmi928@gmail.com,formateur,+21690177613,Tunisie,Zaghouan,1972-06-05,"Ressources humaines, Gestion de projet, Lean management"
21992,Zohra Chihaoui,zohra.chihaoui205@hotmail.com,formateur,+21628484394,Tunisie,Kébili,1982-02-07,"Informatique, Intelligence artificielle, Gestion de projet, Finance, Ressources humaines"
21993,Sofiane Hassen,sofiane.hassen69@live.com,formateur,+21692821764,Tunisie,Gabès,1972-11-20,"Analyse de données, Leadership, Cybersécurité"
21994,Sonia Ouali,sonia.ouali271@laposte.net,formateur,+21653851761,Tunisie,Kasserine,1995-10-17,"Entrepreneuriat, ITIL, Blockchain"
21995,Salma Derbali,salma.derbali714@gmail.com,formateur,+21699696384,Tunisie,Mahdia,1983-11-14,"Business intelligence, Entrepreneuriat, Leadership"
21996,Tarek Neffati,tarek.neffati8@laposte.net,formateur,+21697860732,Tunisie,Béja,1994-06-01,"Innovation, Mentoring"
21997,Dali Jemli,dali.jemli182@outlook.com,formateur,+21694135648,Tunisie,Sidi Bouzid,1984-03-12,"Innovation, Machine learning, Cloud computing, Coaching, Communication"
21998,Chedly Rekik,chedly.rekik637@live.com,formateur,+21621193723,Tunisie,Nabeul,1971-07-14,"Intelligence artificielle, Audit, Agile, Technologie"
21999,Sofiane Chedly,sofiane.chedly455@hotmail.com,formateur,+21626055747,Tunisie,Gabès,1981-07-08,"Agile, Business intelligence, Blockchain, Gestion de projet, E-commerce"
22000,Amira Fkih,amira.fkih723@topnet.tn,formateur,+21620802897,Tunisie,Bizerte,1966-06-24,"Conseil, Formation professionnelle, Machine learning, IoT"
22001,Ahmed Hadj,ahmed.hadj97@laposte.net,formateur,+21653222297,Tunisie,Kairouan,1983-09-06,"Cloud computing, Business intelligence, Gestion de projet, Informatique, Machine learning"
22002,Wided Jebali,wided.jebali572@orange.tn,formateur,+21654343522,Tunisie,Kairouan,1965-02-23,"Technologie, Cybersécurité, Développement web"
22003,Ghazi Layouni,ghazi.layouni423@laposte.net,formateur,+21622225202,Tunisie,Siliana,1975-06-14,"IoT, DevOps, Certification, Mentoring"
22004,Hana Jazi,hana.jazi653@topnet.tn,formateur,+21657820687,Tunisie,Sousse,1964-09-18,"Conseil, Cybersécurité, ITIL, Management, Entrepreneuriat"
22005,Hichem Jouini,hichem.jouini449@live.com,formateur,+21651071424,Tunisie,Ben Arous,1964-03-21,"Coaching, Audit, Digital transformation, Machine learning, Mentoring, E-commerce"
22006,Bochra Khedher,bochra.khedher1@topnet.tn,formateur,+21625916027,Tunisie,Ben Arous,1991-09-05,"Formation professionnelle, Intelligence artificielle"
22007,Imed Mestiri,imed.mestiri981@yahoo.fr,formateur,+21658252776,Tunisie,Béja,1984-11-30,"DevOps, Cloud computing, Technologie, Ressources humaines"
22008,Maher Ferchichi,maher.ferchichi600@topnet.tn,formateur,+21628129692,Tunisie,Kasserine,1964-06-08,"Agile, Analyse de données, Marketing digital"
22009,Ahlem Miled,ahlem.miled343@gmail.com,formateur,+21657247882,Tunisie,Jendouba,1963-11-06,"Entrepreneuriat, Digital transformation, Ressources humaines, Cybersécurité, Communication, Coaching"
22010,Karima Bouslama,karima.bouslama813@live.com,formateur,+21693738243,Tunisie,Ariana,1962-03-12,"Audit, Analyse de données, IoT, Coaching, Conseil"
22011,Wael Labidi,wael.labidi741@laposte.net,formateur,+21622902138,Tunisie,Tunis,1967-04-17,"Stratégie d'entreprise, IoT, Analyse de données, Intelligence artificielle, Mentoring"
22012,Yosra Derbali,yosra.derbali539@live.com,formateur,+21693277531,Tunisie,Tataouine,1968-01-04,"Développement web, Digital transformation, Entrepreneuriat, Leadership, Machine learning"
22013,Noureddine Hachicha,noureddine.hachicha789@gmail.com,formateur,+21698678446,Tunisie,Monastir,1966-02-28,"Blockchain, Innovation, Formation professionnelle, Développement web"
22014,Najoua Miled,najoua.miled582@live.com,formateur,+21699693797,Tunisie,Sfax,1981-03-21,"Certification, DevOps, Digital transformation, Stratégie d'entreprise"
22015,Sabrine Chaieb,sabrine.chaieb846@live.com,formateur,+21697524939,Tunisie,Sidi Bouzid,1962-08-26,"E-commerce, IoT, Blockchain"
22016,Ridha Ben Ali,ridha.ben.ali604@hotmail.com,formateur,+21652118171,Tunisie,Tataouine,1970-08-15,"Agile, Ressources humaines, Certification, Conseil, Management, Cloud computing"
22017,Ahmed Guesmi,ahmed.guesmi839@topnet.tn,formateur,+21653723900,Tunisie,Siliana,1977-04-05,"Gestion de projet, Agile, Communication"
22018,Yassine Kammoun,yassine.kammoun10@live.com,formateur,+21654024310,Tunisie,Kasserine,1970-07-12,"Communication, Cloud computing, Business intelligence, Stratégie d'entreprise, IoT"
22019,Rim Meddeb,rim.meddeb698@topnet.tn,formateur,+21658272443,Tunisie,Bizerte,1975-05-07,"Veille technologique, E-commerce, Leadership, Informatique, Audit, Entrepreneuriat"
22020,Ahmed Ezzine,ahmed.ezzine844@hotmail.com,formateur,+21658112516,Tunisie,Sfax,1994-05-24,"IoT, ITIL, E-commerce, Lean management, Gestion de projet, Digital transformation"
22021,Ghazi Ezzine,ghazi.ezzine521@hotmail.com,formateur,+21628148075,Tunisie,Bizerte,1993-04-20,"Développement web, Audit, IoT"
22022,Hana Nasri,hana.nasri228@yahoo.fr,formateur,+21623940961,Tunisie,Tataouine,1983-03-12,"Audit, Finance, Formation professionnelle, Entrepreneuriat, Cloud computing, Business intelligence"
22023,Rami Maaloul,rami.maaloul751@yahoo.fr,formateur,+21657094256,Tunisie,Sousse,1979-09-06,"Entrepreneuriat, Cloud computing"
22024,Latifa Mrad,latifa.mrad847@live.com,formateur,+21658543040,Tunisie,Tunis,1985-05-07,"Cybersécurité, Analyse de données"
22025,Moncef Guizani,moncef.guizani822@gmail.com,formateur,+21659877951,Tunisie,Kasserine,1990-06-09,"Cybersécurité, Informatique, Innovation, DevOps"
22026,Khaled Hadj,khaled.hadj236@hotmail.com,formateur,+21653813399,Tunisie,Tozeur,1969-03-02,"Cloud computing, Digital transformation, Communication"
22027,Fethi Ferchichi,fethi.ferchichi719@outlook.com,formateur,+21657846130,Tunisie,Tozeur,1987-06-10,"Qualité, ITIL"
22028,Ghazi Laabidi,ghazi.laabidi809@gmail.com,formateur,+21653691758,Tunisie,Tozeur,1969-07-14,"Communication, Analyse de données, Digital transformation, Cybersécurité"
22029,Ahlem Mejri,ahlem.mejri403@orange.tn,formateur,+21651563001,Tunisie,Monastir,1969-02-15,"Qualité, Digital transformation, E-commerce, Informatique, IoT, Communication"
22030,Ghazi Landolsi,ghazi.landolsi116@outlook.com,formateur,+21629206842,Tunisie,Manouba,1966-09-13,"Digital transformation, Agile, Certification"
22031,Emad Limam,emad.limam2@yahoo.fr,formateur,+21625844931,Tunisie,Bizerte,1976-06-23,"Cloud computing, Certification, Blockchain"
22032,Nabil Ben Ali,nabil.ben.ali580@outlook.com,formateur,+21692719565,Tunisie,Manouba,1991-09-13,"DevOps, Coaching"
22033,Ghazi Hamdi,ghazi.hamdi47@hotmail.com,formateur,+21654049366,Tunisie,Tataouine,1982-05-17,"Analyse de données, Lean management, IoT, Machine learning, Marketing digital, Gestion de projet"
22034,Mohamed Guesmi,mohamed.guesmi245@hotmail.com,formateur,+21659953932,Tunisie,Kébili,1991-05-07,"E-commerce, Stratégie d'entreprise, Ressources humaines, Analyse de données, Informatique"
22035,Khaled Ferchichi,khaled.ferchichi67@hotmail.com,formateur,+21650168596,Tunisie,Zaghouan,1976-07-04,"Qualité, Business intelligence, Formation professionnelle, Stratégie d'entreprise"
22036,Dorsaf Bouhamed,dorsaf.bouhamed834@laposte.net,formateur,+21656777817,Tunisie,Siliana,1989-09-04,"Certification, Intelligence artificielle, Communication, Qualité, Machine learning"
22037,Fatma Nabli,fatma.nabli19@gmail.com,formateur,+21697505511,Tunisie,Siliana,1969-06-23,"Cybersécurité, Management, Intelligence artificielle, Stratégie d'entreprise, DevOps, Qualité"
22038,Fadia Hleli,fadia.hleli916@yahoo.fr,formateur,+21651555260,Tunisie,Jendouba,1961-06-26,"IoT, Certification, Technologie, DevOps, Agile"
22039,Nour Chebbi,nour.chebbi401@laposte.net,formateur,+21697258241,Tunisie,Manouba,1987-05-12,"Management, Conseil, Technologie, Développement web"
22040,Hatem Ghanmi,hatem.ghanmi736@live.com,formateur,+21629144415,Tunisie,Kébili,1984-10-21,"Technologie, Business intelligence, Digital transformation, Certification, DevOps"
22041,Ridha Ben Salah,ridha.ben.salah272@live.com,formateur,+21699783644,Tunisie,Gabès,1976-10-07,"Machine learning, Finance, Gestion de projet, Formation professionnelle, Analyse de données"
22042,Nesrine Laabidi,nesrine.laabidi722@hotmail.com,formateur,+21651287624,Tunisie,Tozeur,1979-01-07,"Stratégie d'entreprise, Business intelligence, IoT, Analyse de données, Intelligence artificielle, Leadership"
22043,Ikram Kammoun,ikram.kammoun552@gmail.com,formateur,+21657990741,Tunisie,Tataouine,1988-12-15,"Informatique, Développement web"
22044,Rami Ben Ahmed,rami.ben.ahmed359@hotmail.com,formateur,+21693511540,Tunisie,Kébili,1972-03-02,"Analyse de données, Développement web, Veille technologique, Agile"
22045,Olfa Jebali,olfa.jebali918@laposte.net,formateur,+21691438892,Tunisie,Médenine,1995-04-06,"Communication, Intelligence artificielle"
22046,Sabrine Feriani,sabrine.feriani437@laposte.net,formateur,+21654353423,Tunisie,Siliana,1964-12-16,"Cybersécurité, Analyse de données, Machine learning"
22047,Yosra Chihaoui,yosra.chihaoui375@laposte.net,formateur,+21695694780,Tunisie,Ben Arous,1995-09-24,"Marketing digital, Analyse de données, Leadership, ITIL"
22048,Aymen Karray,aymen.karray396@outlook.com,formateur,+21623210862,Tunisie,Manouba,1979-04-07,"Cloud computing, Audit"
22049,Farouk Ghanmi,farouk.ghanmi816@yahoo.fr,formateur,+21694547763,Tunisie,Kasserine,1981-08-21,"Marketing digital, Blockchain, Conseil, Agile, Innovation, Intelligence artificielle"
22050,Wael Ezzine,wael.ezzine388@live.com,formateur,+21696049091,Tunisie,Sfax,1965-05-08,"Formation professionnelle, Veille technologique, Développement web, Certification, Stratégie d'entreprise"
22051,Manel Landolsi,manel.landolsi557@laposte.net,formateur,+21656807580,Tunisie,Zaghouan,1983-12-31,"Digital transformation, DevOps, Certification, Leadership"
22052,Hedi Layouni,hedi.layouni372@topnet.tn,formateur,+21652999341,Tunisie,Jendouba,1970-08-18,"Coaching, Innovation, Blockchain"
22053,Zohra Horchani,zohra.horchani512@topnet.tn,formateur,+21652226700,Tunisie,Kasserine,1975-05-20,"Informatique, Audit, Mentoring, Intelligence artificielle, Blockchain"
22054,Myriam Bouzid,myriam.bouzid467@topnet.tn,formateur,+21654175585,Tunisie,Bizerte,1962-07-04,"IoT, Innovation, Mentoring, Développement web"
22055,Youssef Ktari,youssef.ktari40@laposte.net,formateur,+21654345367,Tunisie,Siliana,1990-08-23,"Technologie, Business intelligence, Finance"
22056,Ghazi Jemli,ghazi.jemli71@yahoo.fr,formateur,+21698756446,Tunisie,Médenine,1995-11-04,"DevOps, Veille technologique, Informatique, Business intelligence, Certification"
22057,Zied Bouaziz,zied.bouaziz601@yahoo.fr,formateur,+21656440254,Tunisie,Sousse,1965-03-17,"Entrepreneuriat, Cloud computing"
22058,Wided Bouaziz,wided.bouaziz603@laposte.net,formateur,+21622661595,Tunisie,Tozeur,1971-03-21,"Informatique, Analyse de données"
22059,Ines Mansouri,ines.mansouri961@outlook.com,formateur,+21691526369,Tunisie,Ben Arous,1995-07-09,"Certification, Ressources humaines, Blockchain, Innovation"
22060,Lobna Landolsi,lobna.landolsi173@live.com,formateur,+21658132436,Tunisie,Monastir,1992-10-10,"Cloud computing, Digital transformation, Veille technologique, Formation professionnelle, Cybersécurité"
22061,Maher Hamza,maher.hamza544@orange.tn,formateur,+21698561468,Tunisie,Bizerte,1961-09-09,"Machine learning, Qualité, Innovation, Audit, Lean management, Leadership"
22062,Chedly Mejri,chedly.mejri814@yahoo.fr,formateur,+21651514048,Tunisie,Tozeur,1969-02-06,"Technologie, Cloud computing"
22063,Farah Limam,farah.limam115@laposte.net,formateur,+21625754557,Tunisie,Zaghouan,1983-07-25,"Conseil, Communication"
22064,Moez Bouzid,moez.bouzid533@hotmail.com,formateur,+21692627444,Tunisie,Le Kef,1990-09-30,"Machine learning, Marketing digital, Développement web, Finance, Entrepreneuriat, Leadership"
22065,Bassem Essid,bassem.essid467@yahoo.fr,formateur,+21620555906,Tunisie,Bizerte,1976-06-22,"Formation professionnelle, Management"
22066,Amira Jelassi,amira.jelassi82@topnet.tn,formateur,+21657339700,Tunisie,Kasserine,1976-12-05,"DevOps, Digital transformation, ITIL, Agile"
22067,Bochra Ktari,bochra.ktari697@live.com,formateur,+21653191540,Tunisie,Sfax,1986-11-21,"Cloud computing, Marketing digital, E-commerce, Stratégie d'entreprise, Leadership, Intelligence artificielle"
22068,Youssef Hamza,youssef.hamza640@outlook.com,formateur,+21653219407,Tunisie,Gabès,1989-11-09,"Certification, Gestion de projet, Machine learning, Entrepreneuriat, Ressources humaines, Mentoring"
22069,Wided Trabelsi,wided.trabelsi136@hotmail.com,formateur,+21698758469,Tunisie,Siliana,1988-02-11,"Audit, Technologie, Gestion de projet, Leadership, Machine learning, Innovation"
22070,Karim Maaloul,karim.maaloul487@outlook.com,formateur,+21698358387,Tunisie,Tataouine,1973-02-09,"Marketing digital, Développement web, Conseil, Communication, Agile, Formation professionnelle"
22071,Sabrine Jemli,sabrine.jemli706@laposte.net,formateur,+21621152735,Tunisie,Sfax,1977-03-24,"Innovation, Certification, Management, Développement web"
22072,Fethi Mestiri,fethi.mestiri678@outlook.com,formateur,+21650455395,Tunisie,Bizerte,1989-10-21,"Certification, Audit, Lean management, Agile, Blockchain"
22073,Ikram Mejri,ikram.mejri302@live.com,formateur,+21627283345,Tunisie,Ben Arous,1981-07-27,"Cloud computing, Lean management, Analyse de données, Innovation, Marketing digital, Coaching"
22074,Dorra Rekik,dorra.rekik199@topnet.tn,formateur,+21694723765,Tunisie,Tataouine,1966-09-04,"Digital transformation, Certification, Agile, ITIL"
22075,Tarek Hleli,tarek.hleli104@hotmail.com,formateur,+21652146192,Tunisie,Sfax,1963-01-19,"Conseil, IoT, Cloud computing, Digital transformation, Gestion de projet, Marketing digital"
22076,Wafa Ben Youssef,wafa.ben.youssef373@hotmail.com,formateur,+21697712792,Tunisie,Siliana,1984-09-09,"Communication, DevOps"
22077,Emad Gasmi,emad.gasmi717@topnet.tn,formateur,+21695659110,Tunisie,Manouba,1965-07-23,"Conseil, Technologie, Mentoring, DevOps, Innovation, Leadership"
22078,Hiba Khlif,hiba.khlif703@yahoo.fr,formateur,+21698079147,Tunisie,Gabès,1965-10-17,"Cybersécurité, Blockchain, Lean management"
22079,Ahlem Nabli,ahlem.nabli705@hotmail.com,formateur,+21624439554,Tunisie,Médenine,1980-01-23,"Formation professionnelle, Audit, Analyse de données, Veille technologique, Mentoring, Cybersécurité"
22080,Ikram Fourati,ikram.fourati637@gmail.com,formateur,+21626344380,Tunisie,Siliana,1964-08-20,"Blockchain, Management, Certification, ITIL"
22081,Ahlem Hamdi,ahlem.hamdi141@yahoo.fr,formateur,+21696694092,Tunisie,Bizerte,1986-12-14,"DevOps, Gestion de projet, Intelligence artificielle"
22082,Khaled Bouhamed,khaled.bouhamed25@gmail.com,formateur,+21651154604,Tunisie,Kébili,1973-10-10,"Agile, Certification, Analyse de données, Machine learning"
22083,Sami Khedher,sami.khedher330@orange.tn,formateur,+21698223423,Tunisie,Tunis,1993-05-24,"Agile, Audit, Cybersécurité"
22084,Kenza Ferjani,kenza.ferjani595@outlook.com,formateur,+21620774662,Tunisie,Kébili,1960-02-26,"Stratégie d'entreprise, Coaching"
22085,Khadija Khlif,khadija.khlif899@topnet.tn,formateur,+21697161680,Tunisie,Kébili,1980-01-03,"Finance, Communication, Certification, Coaching, Blockchain"
22086,Aymen Laabidi,aymen.laabidi321@yahoo.fr,formateur,+21621283090,Tunisie,Kairouan,1981-12-08,"Leadership, Formation professionnelle, Agile, Intelligence artificielle, Communication"
22087,Maroua Mejri,maroua.mejri520@outlook.com,formateur,+21628926825,Tunisie,Nabeul,1982-01-17,"Veille technologique, Développement web, Informatique, Stratégie d'entreprise"
22088,Makram Jazi,makram.jazi872@laposte.net,formateur,+21654749200,Tunisie,Mahdia,1992-01-09,"Audit, Qualité, Gestion de projet, Ressources humaines, Cloud computing, Cybersécurité"
22089,Tarek Feriani,tarek.feriani645@yahoo.fr,formateur,+21650483492,Tunisie,Jendouba,1977-10-15,"Mentoring, Digital transformation"
22090,Youssef Mahjoub,youssef.mahjoub81@gmail.com,formateur,+21623846413,Tunisie,Jendouba,1982-02-06,"E-commerce, Cloud computing, Ressources humaines"
22091,Farah Daoud,farah.daoud150@yahoo.fr,formateur,+21625050848,Tunisie,Kairouan,1960-12-09,"Gestion de projet, Lean management, Blockchain, Coaching, Analyse de données, Développement web"
22092,Rim Chedly,rim.chedly355@hotmail.com,formateur,+21691679852,Tunisie,Gafsa,1984-10-25,"ITIL, Cybersécurité"
22093,Sabrine Hamza,sabrine.hamza74@yahoo.fr,formateur,+21623090996,Tunisie,Le Kef,1970-12-09,"IoT, Innovation, Blockchain, E-commerce, Lean management, Informatique"
22094,Ahlem Maaloul,ahlem.maaloul962@live.com,formateur,+21624078645,Tunisie,Tozeur,1979-08-02,"Mentoring, Développement web, Machine learning, IoT, Conseil, Digital transformation"
22095,Yasmine Ben Ahmed,yasmine.ben.ahmed414@yahoo.fr,formateur,+21621500041,Tunisie,Ariana,1972-06-24,"E-commerce, Machine learning"
22096,Jihene Mabrouk,jihene.mabrouk315@yahoo.fr,formateur,+21628204502,Tunisie,Sidi Bouzid,1964-05-19,"Développement web, IoT, Intelligence artificielle, Mentoring"
22097,Ghazi Hamdi,ghazi.hamdi374@topnet.tn,formateur,+21691631346,Tunisie,Siliana,1972-10-18,"DevOps, Cybersécurité, Digital transformation, Technologie, Veille technologique, Finance"
22098,Amine Ben Ahmed,amine.ben.ahmed12@outlook.com,formateur,+21655863449,Tunisie,Gabès,1981-03-27,"Leadership, Mentoring, Analyse de données, Certification"
22099,Zeineb Jebali,zeineb.jebali704@topnet.tn,formateur,+21654614659,Tunisie,Kasserine,1989-02-23,"Lean management, Business intelligence, Cloud computing, IoT, Mentoring, E-commerce"
22100,Hatem Omrani,hatem.omrani58@hotmail.com,formateur,+21658823385,Tunisie,Nabeul,1960-08-13,"Mentoring, Business intelligence, Gestion de projet, Digital transformation, Intelligence artificielle, Veille technologique"
22101,Maher Nabli,maher.nabli3@topnet.tn,formateur,+21625188698,Tunisie,Ariana,1963-03-14,"Analyse de données, Gestion de projet"
22102,Noureddine Bouslama,noureddine.bouslama220@orange.tn,formateur,+21627994764,Tunisie,Sousse,1973-12-13,"Intelligence artificielle, Mentoring"
22103,Jamel Miled,jamel.miled100@live.com,formateur,+21697165196,Tunisie,Jendouba,1967-01-21,"Digital transformation, Blockchain, Analyse de données, Machine learning, Innovation"
22104,Dalila Jebali,dalila.jebali913@gmail.com,formateur,+21622094975,Tunisie,Jendouba,1962-10-09,"Technologie, Certification"
22105,Amine Chihaoui,amine.chihaoui807@gmail.com,formateur,+21695491789,Tunisie,Kairouan,1973-12-18,"Finance, Informatique, Certification, Analyse de données, Agile"
22106,Wassim Ben Ahmed,wassim.ben.ahmed818@gmail.com,formateur,+21696977603,Tunisie,Sfax,1979-02-28,"Blockchain, Lean management, Développement web, Formation professionnelle, Qualité"
22107,Yassine Mejri,yassine.mejri832@outlook.com,formateur,+21690014237,Tunisie,Bizerte,1979-07-02,"Innovation, Lean management"
22108,Nesrine Mahjoub,nesrine.mahjoub143@outlook.com,formateur,+21621012784,Tunisie,Tozeur,1965-01-04,"Communication, Développement web, Innovation, Coaching, Technologie"
22109,Ghazi Ben Youssef,ghazi.ben.youssef560@outlook.com,formateur,+21698768352,Tunisie,Sidi Bouzid,1967-08-22,"Mentoring, ITIL, Certification, Stratégie d'entreprise, Cloud computing, Développement web"
22110,Myriam Guesmi,myriam.guesmi149@hotmail.com,formateur,+21690684665,Tunisie,Tunis,1994-03-14,"Finance, Mentoring, Conseil, Qualité, Machine learning, Coaching"
22111,Thouraya Chaabane,thouraya.chaabane723@gmail.com,formateur,+21625205813,Tunisie,Siliana,1985-07-26,"Entrepreneuriat, Coaching, Informatique, Formation professionnelle"
22112,Chedly Jelassi,chedly.jelassi903@yahoo.fr,formateur,+21651362953,Tunisie,Sfax,1991-08-21,"Agile, Informatique, Coaching, Finance"
22113,Cyrine Khlif,cyrine.khlif8@live.com,formateur,+21654649715,Tunisie,Gabès,1993-11-07,"Cybersécurité, Développement web"
22114,Rami Ghorbel,rami.ghorbel43@outlook.com,formateur,+21659962683,Tunisie,Kébili,1985-03-26,"Qualité, Informatique, Stratégie d'entreprise"
22115,Dorra Ezzine,dorra.ezzine670@orange.tn,formateur,+21657073921,Tunisie,Ben Arous,1969-11-20,"Management, Entrepreneuriat"
22116,Sami Gasmi,sami.gasmi456@orange.tn,formateur,+21623965667,Tunisie,Ben Arous,1993-04-21,"Technologie, Machine learning"
22117,Ali Chebbi,ali.chebbi767@topnet.tn,formateur,+21656390313,Tunisie,Bizerte,1984-08-26,"Certification, Coaching, Entrepreneuriat, Audit, Qualité, Ressources humaines"
22118,Nour Hadj,nour.hadj745@topnet.tn,formateur,+21620438785,Tunisie,Jendouba,1991-07-17,"Mentoring, Marketing digital"
22119,Ali Karoui,ali.karoui180@live.com,formateur,+21698329544,Tunisie,Jendouba,1982-10-02,"Conseil, Analyse de données, Ressources humaines, Leadership, Qualité, Communication"
22120,Sami Karray,sami.karray908@topnet.tn,formateur,+21692536945,Tunisie,Kasserine,1987-05-22,"Entrepreneuriat, Coaching, Formation professionnelle"
22121,Sofiane Ktari,sofiane.ktari321@laposte.net,formateur,+21691679899,Tunisie,Sousse,1994-07-07,"ITIL, Formation professionnelle"
22122,Walid Marzouki,walid.marzouki59@yahoo.fr,formateur,+21620693676,Tunisie,Kasserine,1995-05-11,"Innovation, Marketing digital, Veille technologique, Leadership, Communication, Certification"
22123,Farah Marzouki,farah.marzouki99@orange.tn,formateur,+21629898361,Tunisie,Kébili,1995-01-06,"Lean management, Veille technologique, Agile, Gestion de projet, Technologie"
22124,Bochra Ktari,bochra.ktari829@gmail.com,formateur,+21622546068,Tunisie,Kairouan,1974-06-01,"Machine learning, Audit, Agile, Formation professionnelle, Veille technologique"
22125,Wided Laabidi,wided.laabidi125@orange.tn,formateur,+21697889595,Tunisie,Bizerte,1972-04-02,"Technologie, Marketing digital, Gestion de projet, Management, Leadership, IoT"
22126,Yosra Limam,yosra.limam272@gmail.com,formateur,+21620216219,Tunisie,Manouba,1975-04-11,"Lean management, DevOps, Qualité, Analyse de données, Intelligence artificielle, Mentoring"
22127,Samia Benhassan,samia.benhassan162@yahoo.fr,apprenant,+21654482182,Tunisie,Tozeur,2000-04-11,"Qualité, Développement web, Lean management"
22128,Cyrine Mejri,cyrine.mejri983@hotmail.com,apprenant,+21695793699,Tunisie,Zaghouan,1999-03-18,"Machine learning, Audit, E-commerce, Formation professionnelle, Communication"
22129,Takwa Mestiri,takwa.mestiri324@outlook.com,apprenant,+21659355514,Tunisie,Kébili,2003-02-14,"E-commerce, Entrepreneuriat, Ressources humaines, Coaching"
22130,Besma Dhouib,besma.dhouib378@gmail.com,apprenant,+21691863264,Tunisie,Sfax,2002-08-24,"Marketing digital, Business intelligence, Machine learning, Entrepreneuriat, Coaching, Gestion de projet"
22131,Olfa Landolsi,olfa.landolsi679@topnet.tn,apprenant,+21694072404,Tunisie,Kasserine,1989-01-04,"Veille technologique, Innovation"
22132,Takwa Ktari,takwa.ktari289@laposte.net,apprenant,+21653283203,Tunisie,Le Kef,2004-08-09,"Intelligence artificielle, Ressources humaines, Communication"
22133,Adel Hamdi,adel.hamdi287@orange.tn,apprenant,+21621829925,Tunisie,Le Kef,1985-08-01,"Mentoring, Management, Gestion de projet"
22134,Farouk Jelassi,farouk.jelassi667@yahoo.fr,apprenant,+21698068236,Tunisie,Ben Arous,1996-09-12,"Blockchain, Certification, Intelligence artificielle, Finance, Formation professionnelle"
22135,Intissar Ben Youssef,intissar.ben.youssef977@yahoo.fr,apprenant,+21655214493,Tunisie,Kairouan,1987-11-10,"DevOps, Cybersécurité, Stratégie d'entreprise"
22136,Mariam Hachicha,mariam.hachicha625@orange.tn,apprenant,+21657546528,Tunisie,Sousse,1989-01-18,"Intelligence artificielle, Machine learning, Informatique"
22137,Nader Ezzine,nader.ezzine68@orange.tn,apprenant,+21693794324,Tunisie,Gabès,2004-12-21,"Management, Formation professionnelle"
22138,Karim Fkih,karim.fkih524@live.com,apprenant,+21694249600,Tunisie,Tataouine,1985-07-02,"ITIL, Analyse de données"
