ID,Nom,Email,Rôle,Téléphone,Pays,Ville,Date de naissance,Centres d'intérêt
19750,Yassine Kchir,yassine.kchir511@yahoo.fr,formateur,+21696166796,Tunisie,Tozeur,1969-02-21,"Audit, DevOps, Informatique, E-commerce, Blockchain"
19751,Latifa Mahjoub,latifa.mahjoub784@live.com,formateur,+21651086174,Tunisie,Bizerte,1965-10-13,"E-commerce, Conseil, Intelligence artificielle, Audit, IoT, Formation professionnelle"
19752,Hajer Ghali,hajer.ghali744@topnet.tn,formateur,+21657226633,Tunisie,Sidi Bouzid,1960-01-25,"Cybersécurité, Veille technologique"
19753,Rim Trabelsi,rim.trabelsi757@laposte.net,formateur,+21625201437,Tunisie,Médenine,1964-09-17,"Agile, Cybersécurité, Coaching, Stratégie d'entreprise, E-commerce, Management"
19754,Tarek Ezzine,tarek.ezzine533@orange.tn,formateur,+21626602406,Tunisie,Kébili,1989-11-08,"Qualité, Entrepreneuriat, Innovation, Blockchain, Développement web, Digital transformation"
19755,Chedly Horchani,chedly.horchani491@outlook.com,formateur,+21690033680,Tunisie,Nabeul,1972-06-13,"Qualité, Blockchain, Marketing digital, Leadership"
19756,Chiraz Chaabane,chiraz.chaabane83@live.com,formateur,+21622239205,Tunisie,Tozeur,1981-01-10,"Entrepreneuriat, DevOps, Stratégie d'entreprise"
19757,Khadija Bouaziz,khadija.bouaziz850@outlook.com,formateur,+21658837610,Tunisie,Gafsa,1968-05-04,"Mentoring, Formation professionnelle, Technologie, Certification"
19758,Mehdi Ghanmi,mehdi.ghanmi185@gmail.com,formateur,+21655936889,Tunisie,Manouba,1979-10-11,"Coaching, Blockchain, E-commerce"
19759,Cyrine Ben Youssef,cyrine.ben.youssef503@topnet.tn,formateur,+21699713968,Tunisie,Ariana,1967-11-30,"Analyse de données, Cybersécurité, Intelligence artificielle, Veille technologique, Gestion de projet"
19760,Taoufik Bouslama,taoufik.bouslama821@yahoo.fr,formateur,+21627628707,Tunisie,Médenine,1976-11-24,"Blockchain, Digital transformation, Veille technologique, Cybersécurité, Marketing digital"
19761,Nader Hmida,nader.hmida690@topnet.tn,formateur,+21627184813,Tunisie,Nabeul,1992-09-11,"Finance, Qualité"
19762,Dorsaf Hleli,dorsaf.hleli219@topnet.tn,formateur,+21628065136,Tunisie,Le Kef,1995-03-03,"Agile, Management, Digital transformation, Mentoring"
19763,Fares Benhassan,fares.benhassan623@topnet.tn,formateur,+21691461218,Tunisie,Nabeul,1995-01-25,"Blockchain, Marketing digital, Analyse de données, Business intelligence, ITIL, Management"
19764,Mehdi Mrad,mehdi.mrad601@laposte.net,formateur,+21693631520,Tunisie,Nabeul,1981-02-08,"Mentoring, Stratégie d'entreprise, Blockchain, Analyse de données, Informatique, Agile"
19765,Kais Jouini,kais.jouini347@topnet.tn,formateur,+21626285388,Tunisie,Béja,1974-01-14,"Formation professionnelle, DevOps, Analyse de données, Technologie"
19766,Ahlem Bouhamed,ahlem.bouhamed70@live.com,formateur,+21623095214,Tunisie,Tataouine,1986-02-07,"Formation professionnelle, DevOps, Technologie, Leadership"
19767,Dorra Jouini,dorra.jouini251@topnet.tn,formateur,+21625868587,Tunisie,Médenine,1973-07-07,"Analyse de données, Audit, Veille technologique, Formation professionnelle, Mentoring, Conseil"
19768,Dali Daoud,dali.daoud549@gmail.com,formateur,+21656694049,Tunisie,Sousse,1969-12-08,"Intelligence artificielle, Veille technologique"
19769,Nabil Bouzid,nabil.bouzid767@gmail.com,formateur,+21691755134,Tunisie,Nabeul,1989-12-09,"Veille technologique, Digital transformation, Coaching, Cloud computing, Analyse de données, Informatique"
19770,Nesrine Hassen,nesrine.hassen386@hotmail.com,formateur,+21626967758,Tunisie,Kasserine,1987-04-07,"E-commerce, Marketing digital, Informatique, Développement web"
19771,Wided Gharbi,wided.gharbi814@yahoo.fr,formateur,+21653244539,Tunisie,Sfax,1960-06-03,"Formation professionnelle, Marketing digital"
19772,Yosra Hmida,yosra.hmida507@orange.tn,formateur,+21652425170,Tunisie,Nabeul,1963-05-26,"Blockchain, Cybersécurité, Intelligence artificielle, ITIL, Veille technologique, Agile"
19773,Amel Maaloul,amel.maaloul537@gmail.com,formateur,+21626883325,Tunisie,Bizerte,1978-04-24,"Digital transformation, Technologie, Formation professionnelle, Coaching, ITIL"
19774,Maroua Limam,maroua.limam596@topnet.tn,formateur,+21622427672,Tunisie,Kairouan,1985-02-15,"Marketing digital, Agile, ITIL, Gestion de projet, Veille technologique"
19775,Mohamed Essid,mohamed.essid859@gmail.com,formateur,+21620829997,Tunisie,Gabès,1994-02-18,"Formation professionnelle, DevOps"
19776,Hedi Mejri,hedi.mejri460@outlook.com,formateur,+21693207121,Tunisie,Monastir,1989-06-06,"Gestion de projet, Intelligence artificielle, Formation professionnelle, Communication"
19777,Jamel Benhassan,jamel.benhassan716@outlook.com,formateur,+21654586850,Tunisie,Ariana,1979-02-27,"Innovation, Développement web, Lean management, Leadership, Gestion de projet, Machine learning"
19778,Myriam Feriani,myriam.feriani405@topnet.tn,formateur,+21698337948,Tunisie,Sidi Bouzid,1971-09-23,"Blockchain, Business intelligence, Finance, Machine learning"
19779,Khadija Omrani,khadija.omrani447@gmail.com,formateur,+21697932125,Tunisie,Sidi Bouzid,1966-10-02,"Management, Machine learning, Business intelligence, Conseil, IoT"
19780,Ali Layouni,ali.layouni527@laposte.net,formateur,+21651594968,Tunisie,Kasserine,1961-02-24,"Analyse de données, Leadership, Audit"
19781,Besma Khedher,besma.khedher768@hotmail.com,formateur,+21696371136,Tunisie,Médenine,1972-10-14,"Veille technologique, Communication, Gestion de projet"
19782,Kenza Bouzid,kenza.bouzid921@orange.tn,formateur,+21650450975,Tunisie,Tozeur,1986-02-07,"Certification, ITIL, Marketing digital, Audit, Conseil, Lean management"
19783,Jihene Fkih,jihene.fkih991@outlook.com,formateur,+21696905694,Tunisie,Tozeur,1966-11-14,"Conseil, Gestion de projet, Formation professionnelle, Innovation, Lean management, Cybersécurité"
19784,Karima Mrad,karima.mrad251@outlook.com,formateur,+21620352776,Tunisie,Kairouan,1967-10-05,"Coaching, Veille technologique, Certification"
19785,Karima Omrani,karima.omrani384@gmail.com,formateur,+21620754338,Tunisie,Gabès,1983-09-07,"Veille technologique, Mentoring, Finance, Coaching, Certification"
19786,Latifa Kammoun,latifa.kammoun692@yahoo.fr,formateur,+21658473352,Tunisie,Béja,1984-01-08,"Gestion de projet, Veille technologique, Qualité, Innovation, ITIL, Analyse de données"
19787,Youssef Sellami,youssef.sellami547@live.com,formateur,+21656034712,Tunisie,Bizerte,1969-10-08,"Ressources humaines, Technologie, Management, Formation professionnelle, Mentoring, Business intelligence"
19788,Moncef Guizani,moncef.guizani315@gmail.com,formateur,+21624823204,Tunisie,Mahdia,1981-11-02,"Ressources humaines, Conseil, Veille technologique, Agile, DevOps"
19789,Takwa Ben Youssef,takwa.ben.youssef287@hotmail.com,formateur,+21628395052,Tunisie,Gafsa,1963-09-07,"E-commerce, Finance, Lean management, Audit, Certification"
19790,Yosra Trabelsi,yosra.trabelsi693@orange.tn,formateur,+21650361865,Tunisie,Kairouan,1980-03-11,"Qualité, Cloud computing, Lean management, Gestion de projet"
19791,Nesrine Fatnassi,nesrine.fatnassi706@hotmail.com,formateur,+21693184907,Tunisie,Tunis,1965-07-20,"Management, Intelligence artificielle, Lean management, Ressources humaines, Analyse de données"
19792,Ridha Jebali,ridha.jebali407@live.com,formateur,+21656607549,Tunisie,Kairouan,1971-01-12,"Analyse de données, Mentoring, Agile, Stratégie d'entreprise, Intelligence artificielle"
19793,Khaled Ben Ahmed,khaled.ben.ahmed724@laposte.net,formateur,+21658399303,Tunisie,Gafsa,1991-02-07,"Formation professionnelle, Digital transformation, Stratégie d'entreprise, Certification"
19794,Fatma Fatnassi,fatma.fatnassi83@hotmail.com,formateur,+21694357440,Tunisie,Ben Arous,1986-09-21,"Veille technologique, Cybersécurité, Leadership, Machine learning, Innovation"
19795,Najoua Chebbi,najoua.chebbi75@gmail.com,formateur,+21653783339,Tunisie,Bizerte,1981-02-08,"Innovation, Gestion de projet, IoT"
19796,Intissar Hmida,intissar.hmida716@hotmail.com,formateur,+21699365044,Tunisie,Sousse,1971-02-16,"Marketing digital, Innovation, DevOps, Gestion de projet"
19797,Yasmine Ferjani,yasmine.ferjani380@laposte.net,formateur,+21695837919,Tunisie,Zaghouan,1966-09-23,"Gestion de projet, Formation professionnelle, Cybersécurité"
19798,Amel Bouhamed,amel.bouhamed330@orange.tn,formateur,+21691720133,Tunisie,Kébili,1972-05-10,"Management, Entrepreneuriat, Veille technologique, Formation professionnelle"
19799,Hichem Hachicha,hichem.hachicha640@topnet.tn,formateur,+21623046418,Tunisie,Ben Arous,1988-05-27,"Stratégie d'entreprise, Cloud computing"
19800,Rim Chaieb,rim.chaieb643@outlook.com,formateur,+21624052658,Tunisie,Ben Arous,1986-06-23,"Formation professionnelle, Management, Business intelligence, Veille technologique, IoT"
19801,Yasmine Bouzid,yasmine.bouzid748@yahoo.fr,formateur,+21621684755,Tunisie,Zaghouan,1978-12-17,"Gestion de projet, Finance, Formation professionnelle, Qualité"
19802,Rania Jebali,rania.jebali727@gmail.com,formateur,+21621294607,Tunisie,Ben Arous,1967-05-17,"Audit, Coaching"
19803,Samia Meddeb,samia.meddeb594@yahoo.fr,formateur,+21628191254,Tunisie,Ben Arous,1988-12-27,"Informatique, Mentoring, Blockchain"
19804,Sami Nasri,sami.nasri966@orange.tn,formateur,+21624948790,Tunisie,Manouba,1967-12-18,"Qualité, Management, Analyse de données"
19805,Slim Hleli,slim.hleli167@live.com,formateur,+21621787289,Tunisie,Ariana,1970-12-08,"Intelligence artificielle, DevOps, Analyse de données, Formation professionnelle, Digital transformation, Développement web"
19806,Omar Kammoun,omar.kammoun129@laposte.net,formateur,+21624227305,Tunisie,Ben Arous,1983-02-19,"Gestion de projet, Lean management"
19807,Sonia Ben Youssef,sonia.ben.youssef602@laposte.net,formateur,+21691487304,Tunisie,Béja,1990-06-07,"Formation professionnelle, Conseil, Management, Informatique, Cybersécurité"
19808,Mehdi Kammoun,mehdi.kammoun814@outlook.com,formateur,+21693840984,Tunisie,Kébili,1966-09-26,"Marketing digital, Développement web, Agile, Gestion de projet, Qualité, DevOps"
19809,Salah Kchir,salah.kchir782@live.com,formateur,+21659032716,Tunisie,Siliana,1960-05-08,"Leadership, Mentoring, Intelligence artificielle, Veille technologique"
19810,Sami Chedly,sami.chedly735@orange.tn,formateur,+21692311005,Tunisie,Gabès,1982-05-03,"Agile, Business intelligence"
19811,Omar Louati,omar.louati134@outlook.com,formateur,+21692090837,Tunisie,Tunis,1969-11-27,"Lean management, DevOps, Informatique, Gestion de projet, Technologie, Intelligence artificielle"
19812,Wael Karoui,wael.karoui224@orange.tn,formateur,+21628770081,Tunisie,Bizerte,1968-04-24,"Machine learning, Technologie, Qualité, Conseil, Innovation, Développement web"
19813,Kenza Rekik,kenza.rekik231@laposte.net,formateur,+21657847956,Tunisie,Médenine,1976-02-12,"IoT, Certification, Lean management, Coaching"
19814,Amine Gharbi,amine.gharbi375@live.com,formateur,+21620206005,Tunisie,Kairouan,1966-12-24,"E-commerce, Conseil, Veille technologique"
19815,Adel Trabelsi,adel.trabelsi555@live.com,formateur,+21692133198,Tunisie,Ben Arous,1992-11-27,"Marketing digital, Innovation, Informatique"
19816,Nabil Hleli,nabil.hleli344@laposte.net,formateur,+21693373209,Tunisie,Médenine,1969-03-20,"Lean management, DevOps"
19817,Jamel Bouaziz,jamel.bouaziz544@hotmail.com,formateur,+21624128126,Tunisie,Zaghouan,1970-06-19,"Certification, Digital transformation, Cybersécurité, Audit, Finance"
19818,Amira Bouaziz,amira.bouaziz675@yahoo.fr,apprenant,+21697183022,Tunisie,Sidi Bouzid,1987-01-20,"Lean management, DevOps"
19819,Nader Gasmi,nader.gasmi568@orange.tn,apprenant,+21624017037,Tunisie,Sousse,1985-09-14,"Agile, Communication"
19820,Yosra Hachicha,yosra.hachicha1@yahoo.fr,apprenant,+21652160457,Tunisie,Kairouan,1994-03-04,"IoT, Veille technologique, Entrepreneuriat"
19821,Ines Bouzid,ines.bouzid462@gmail.com,apprenant,+21623325453,Tunisie,Bizerte,1996-04-11,"Business intelligence, Ressources humaines, Digital transformation"
19822,Adel Ghorbel,adel.ghorbel947@outlook.com,apprenant,+21650995683,Tunisie,Médenine,2007-10-10,"Conseil, Agile"
19823,Adel Ben Ahmed,adel.ben.ahmed800@hotmail.com,apprenant,+21690111004,Tunisie,Nabeul,1994-02-11,"Ressources humaines, Machine learning, Conseil"
19824,Moncef Ouali,moncef.ouali385@outlook.com,apprenant,+21697233694,Tunisie,Kairouan,1990-05-03,"Stratégie d'entreprise, Entrepreneuriat, Lean management, Technologie, Marketing digital, Analyse de données"
19825,Karima Ben Youssef,karima.ben.youssef767@yahoo.fr,apprenant,+21621597397,Tunisie,Gafsa,1991-11-27,"Business intelligence, Entrepreneuriat, Communication, Leadership, Formation professionnelle"
19826,Amira Louati,amira.louati250@orange.tn,apprenant,+21629201309,Tunisie,Sousse,2005-07-27,"Digital transformation, Ressources humaines, Qualité"
19827,Khaled Maaloul,khaled.maaloul332@gmail.com,apprenant,+21622465279,Tunisie,Gafsa,2003-06-27,"Intelligence artificielle, Management, ITIL, Développement web"
19828,Wassim Gharbi,wassim.gharbi562@orange.tn,apprenant,+21625369267,Tunisie,Béja,2002-09-21,"Intelligence artificielle, Management, Agile"
19829,Thouraya Derbali,thouraya.derbali62@gmail.com,apprenant,+21626523594,Tunisie,Tozeur,1989-09-03,"Qualité, IoT"
