ID,Nom,Email,Rôle,Téléphone,Pays,Ville,Date de naissance,Centres d'intérêt
21845,Fares Dhouib,fares.dhouib606@live.com,apprenant,+21651224271,Tunisie,Ariana,1986-11-27,"Cloud computing, DevOps, Analyse de données, Formation professionnelle, Leadership"
21846,Karim Miled,karim.miled392@live.com,apprenant,+21653524379,Tunisie,Ariana,1988-12-11,"Veille technologique, E-commerce, Lean management, Formation professionnelle, DevOps, ITIL"
21847,Taoufik Ghanmi,taoufik.ghanmi660@topnet.tn,apprenant,+21694040874,Tunisie,Nabeul,1995-01-20,"Cybersécurité, E-commerce, Blockchain, Veille technologique"
21848,Ghada Fourati,ghada.fourati79@gmail.com,apprenant,+21629221627,Tunisie,Gabès,1991-07-07,"Agile, Informatique, Blockchain, Intelligence artificielle, Analyse de données, DevOps"
21849,Ikram Chebbi,ikram.chebbi626@hotmail.com,apprenant,+21627716375,Tunisie,Ben Arous,1986-04-03,"Management, Mentoring, Technologie, Communication"
20818,Test Apprenant,testapprenant25@gmail.com,apprenant,+21698123456,Tunisie,Tunis,2000-09-12,"Développement web, Cloud computing"
20819,Test Formateur,formateurtest7@gmail.com,formateur,+21697123456,Tunisie,Sfax,1990-02-23,"Gestion de projet, DevOps"
20820,Fadoua Abdelhak,fadoua.abdelhak@polytechnicien.tn,admin,+21696123456,Tunisie,Tunis,1985-03-27,"IT Governance, Formation professionnelle"
20821,Ghada Hamdi,ghada.hamdi674@laposte.net,formateur,+21622378908,Tunisie,Médenine,1977-09-09,"ITIL, Conseil"
20822,Myriam Maaloul,myriam.maaloul395@gmail.com,formateur,+21651558389,Tunisie,Nabeul,1970-06-24,"Marketing digital, Stratégie d'entreprise"
20823,Emna Ben Ahmed,emna.ben.ahmed415@laposte.net,formateur,+21653618809,Tunisie,Médenine,1969-05-22,"Stratégie d'entreprise, Mentoring, Cybersécurité"
20824,Salah Ktari,salah.ktari427@hotmail.com,formateur,+21620454796,Tunisie,Zaghouan,1990-05-12,"Marketing digital, Innovation, Intelligence artificielle, Veille technologique"
20825,Amel Gasmi,amel.gasmi507@outlook.com,formateur,+21691680512,Tunisie,Mahdia,1962-10-14,"Machine learning, Communication, Audit"
20826,Lassad Karoui,lassad.karoui776@orange.tn,formateur,+21656969623,Tunisie,Siliana,1969-06-27,"Blockchain, Digital transformation, Certification"
20827,Hedi Bouslama,hedi.bouslama182@gmail.com,formateur,+21621133169,Tunisie,Bizerte,1992-09-01,"Gestion de projet, Analyse de données"
20828,Sami Fatnassi,sami.fatnassi947@yahoo.fr,formateur,+21623475534,Tunisie,Kasserine,1982-04-16,"Mentoring, Analyse de données, Management, Audit"
20829,Amel Trabelsi,amel.trabelsi399@outlook.com,formateur,+21655004835,Tunisie,Kairouan,1985-05-21,"Coaching, Certification, Intelligence artificielle, Qualité, Digital transformation"
20830,Farouk Dridi,farouk.dridi812@laposte.net,formateur,+21623905003,Tunisie,Tunis,1981-08-23,"Audit, Digital transformation"
20831,Imed Khlif,imed.khlif497@topnet.tn,formateur,+21694601242,Tunisie,Sfax,1988-06-12,"Intelligence artificielle, Développement web, ITIL, Innovation, Business intelligence, Audit"
20832,Thouraya Rekik,thouraya.rekik938@gmail.com,formateur,+21620031816,Tunisie,Tunis,1986-07-16,"Ressources humaines, Lean management, Blockchain, Qualité, Agile"
20833,Zied Hajji,zied.hajji458@live.com,formateur,+21628922924,Tunisie,Médenine,1961-06-30,"Veille technologique, Agile, Blockchain, Analyse de données"
20834,Amira Kammoun,amira.kammoun68@gmail.com,formateur,+21622977706,Tunisie,Tozeur,1992-04-20,"IoT, Agile"
20835,Thouraya Landolsi,thouraya.landolsi306@yahoo.fr,formateur,+21622871436,Tunisie,Béja,1976-06-04,"Finance, Cloud computing, Gestion de projet, Audit"
20836,Salma Ktari,salma.ktari202@topnet.tn,formateur,+21623036644,Tunisie,Tataouine,1982-09-18,"Qualité, Conseil, Intelligence artificielle, Cybersécurité"
20837,Nesrine Neffati,nesrine.neffati109@gmail.com,formateur,+21651362564,Tunisie,Nabeul,1993-04-18,"Développement web, Machine learning, Digital transformation"
20838,Omar Hamza,omar.hamza624@orange.tn,formateur,+21694701216,Tunisie,Sfax,1967-05-05,"Digital transformation, Entrepreneuriat, E-commerce, Conseil"
20839,Youssef Guesmi,youssef.guesmi566@gmail.com,formateur,+21628416949,Tunisie,Kairouan,1987-07-23,"Audit, Lean management, Marketing digital, IoT"
20840,Wafa Dridi,wafa.dridi600@gmail.com,formateur,+21625381601,Tunisie,Kairouan,1982-09-05,"Analyse de données, E-commerce"
20841,Marwan Feriani,marwan.feriani102@gmail.com,formateur,+21628429599,Tunisie,Monastir,1970-10-07,"Ressources humaines, Technologie, Informatique, Stratégie d'entreprise"
20842,Rania Mansouri,rania.mansouri99@orange.tn,formateur,+21656767083,Tunisie,Kébili,1995-05-21,"Entrepreneuriat, Conseil, Communication, Business intelligence, Blockchain, Machine learning"
20843,Ridha Jemli,ridha.jemli16@live.com,formateur,+21628153888,Tunisie,Bizerte,1964-02-18,"Gestion de projet, Cybersécurité, Qualité, Développement web, Conseil"
20844,Aymen Limam,aymen.limam725@gmail.com,formateur,+21652759900,Tunisie,Sfax,1984-02-05,"Formation professionnelle, Innovation, Gestion de projet, IoT"
20845,Moez Hadj,moez.hadj276@laposte.net,formateur,+21629843970,Tunisie,Kasserine,1972-10-04,"Machine learning, Digital transformation, IoT, Intelligence artificielle, DevOps"
20846,Samir Fourati,samir.fourati299@laposte.net,formateur,+21697923037,Tunisie,Bizerte,1978-03-05,"Informatique, Conseil, Formation professionnelle, Stratégie d'entreprise"
20847,Zeineb Bouhamed,zeineb.bouhamed364@outlook.com,formateur,+21626085253,Tunisie,Sousse,1989-05-08,"Communication, Certification"
20848,Fethi Hmida,fethi.hmida227@topnet.tn,formateur,+21650238893,Tunisie,Gabès,1975-10-06,"Business intelligence, Qualité, Digital transformation, Audit, Mentoring, ITIL"
20849,Manel Rekik,manel.rekik703@live.com,formateur,+21625812256,Tunisie,Bizerte,1968-06-12,"Mentoring, Cybersécurité"
20850,Yasmine Chaabane,yasmine.chaabane262@gmail.com,formateur,+21691078750,Tunisie,Siliana,1973-11-15,"E-commerce, Conseil, Veille technologique"
20851,Tarek Ezzine,tarek.ezzine138@gmail.com,formateur,+21621882650,Tunisie,Tunis,1971-10-22,"Entrepreneuriat, Qualité, Certification, Finance, Innovation"
20852,Salma Chaieb,salma.chaieb421@topnet.tn,formateur,+21696789794,Tunisie,Tataouine,1972-09-08,"Technologie, Ressources humaines, Digital transformation, Intelligence artificielle, Mentoring, Cloud computing"
20853,Jihene Ouali,jihene.ouali780@orange.tn,formateur,+21693709716,Tunisie,Zaghouan,1977-04-01,"Mentoring, Développement web, Marketing digital"
20854,Zouheir Derbali,zouheir.derbali459@orange.tn,formateur,+21694292976,Tunisie,Zaghouan,1965-03-10,"Business intelligence, Technologie, Finance, Intelligence artificielle"
20855,Hatem Bouzid,hatem.bouzid594@gmail.com,formateur,+21623667660,Tunisie,Kairouan,1987-03-19,"Analyse de données, Business intelligence, Entrepreneuriat, Management, Blockchain, Leadership"
20856,Nesrine Karray,nesrine.karray570@orange.tn,formateur,+21697865704,Tunisie,Manouba,1994-01-12,"Innovation, Gestion de projet, Finance, Stratégie d'entreprise, Leadership, Cybersécurité"
20857,Sabrine Mestiri,sabrine.mestiri473@orange.tn,formateur,+21694255932,Tunisie,Nabeul,1983-08-08,"Blockchain, Entrepreneuriat, Lean management"
20858,Kais Jouini,kais.jouini153@yahoo.fr,formateur,+21624998345,Tunisie,Nabeul,1983-10-21,"Business intelligence, Marketing digital, Conseil"
20859,Karim Dali,karim.dali807@topnet.tn,formateur,+21692918425,Tunisie,Ariana,1961-12-09,"ITIL, Blockchain, E-commerce"
20860,Emad Khedher,emad.khedher157@live.com,formateur,+21698997963,Tunisie,Nabeul,1980-04-10,"Ressources humaines, Technologie"
20861,Moncef Limam,moncef.limam223@laposte.net,formateur,+21699349918,Tunisie,Nabeul,1968-02-21,"E-commerce, Cloud computing, Innovation, IoT, Technologie"
20862,Ahmed Hamdi,ahmed.hamdi681@orange.tn,formateur,+21626749729,Tunisie,Gafsa,1966-02-01,"Certification, E-commerce, Agile, Cybersécurité"
20863,Ghazi Mabrouk,ghazi.mabrouk372@hotmail.com,formateur,+21695695912,Tunisie,Gabès,1962-08-07,"Marketing digital, Cloud computing, Développement web, Lean management, Cybersécurité, Blockchain"
20864,Nesrine Trabelsi,nesrine.trabelsi638@yahoo.fr,formateur,+21651942945,Tunisie,Siliana,1961-10-14,"E-commerce, Technologie, Certification, Digital transformation"
20865,Maher Marzouki,maher.marzouki835@yahoo.fr,formateur,+21629172622,Tunisie,Kairouan,1976-12-08,"Leadership, E-commerce, Mentoring, Innovation, Blockchain"
20866,Yasmine Khlif,yasmine.khlif148@laposte.net,formateur,+21696188486,Tunisie,Bizerte,1973-11-27,"Cloud computing, Innovation"
20867,Kais Maaloul,kais.maaloul27@live.com,formateur,+21656765001,Tunisie,Kairouan,1968-05-03,"ITIL, Cybersécurité, Technologie, Blockchain"
20868,Wael Kammoun,wael.kammoun10@orange.tn,formateur,+21650739220,Tunisie,Sidi Bouzid,1978-02-21,"Innovation, Cybersécurité, Intelligence artificielle"
20869,Olfa Karray,olfa.karray16@live.com,formateur,+21698823668,Tunisie,Nabeul,1973-12-14,"Business intelligence, Agile"
20870,Sami Kchir,sami.kchir629@gmail.com,formateur,+21697492332,Tunisie,Le Kef,1962-07-21,"Communication, Intelligence artificielle"
20871,Jamel Chedly,jamel.chedly958@laposte.net,formateur,+21696041788,Tunisie,Gabès,1960-02-18,"Machine learning, DevOps, Agile, Blockchain, Management"
20872,Kenza Limam,kenza.limam751@gmail.com,formateur,+21626648079,Tunisie,Médenine,1965-04-16,"Blockchain, ITIL, Ressources humaines, Stratégie d'entreprise"
20873,Jamel Mestiri,jamel.mestiri972@topnet.tn,formateur,+21624122207,Tunisie,Béja,1961-10-13,"Mentoring, Leadership, Digital transformation, Audit"
20874,Moez Essid,moez.essid580@live.com,formateur,+21625832785,Tunisie,Médenine,1988-12-15,"Gestion de projet, IoT, E-commerce, Veille technologique, Coaching, Blockchain"
20875,Olfa Ktari,olfa.ktari195@yahoo.fr,formateur,+21627492891,Tunisie,Mahdia,1967-12-14,"IoT, Communication"
20876,Wafa Laabidi,wafa.laabidi129@gmail.com,formateur,+21696608634,Tunisie,Nabeul,1994-03-08,"Conseil, Finance, Gestion de projet, Agile, Management"
20877,Tarek Feriani,tarek.feriani838@laposte.net,formateur,+21623795765,Tunisie,Kébili,1993-01-20,"Coaching, Blockchain, Innovation, Analyse de données, DevOps"
20878,Jihene Landolsi,jihene.landolsi574@live.com,formateur,+21656758246,Tunisie,Jendouba,1982-02-17,"Management, IoT, Cloud computing"
20879,Makram Chebbi,makram.chebbi652@laposte.net,formateur,+21650796957,Tunisie,Tataouine,1965-05-05,"Qualité, DevOps, Machine learning"
20880,Bilel Dridi,bilel.dridi320@yahoo.fr,formateur,+21628211287,Tunisie,Zaghouan,1980-10-15,"Veille technologique, Cybersécurité, E-commerce"
20881,Hatem Mabrouk,hatem.mabrouk222@laposte.net,formateur,+21621930637,Tunisie,Sfax,1976-10-06,"Analyse de données, Cloud computing"
20882,Wafa Hachicha,wafa.hachicha334@orange.tn,formateur,+21693644478,Tunisie,Manouba,1982-06-06,"Qualité, DevOps, Agile"
20883,Ridha Rekik,ridha.rekik403@hotmail.com,formateur,+21628114339,Tunisie,Manouba,1969-05-02,"Business intelligence, Veille technologique"
20884,Myriam Dhouib,myriam.dhouib239@gmail.com,formateur,+21694132307,Tunisie,Kasserine,1968-07-24,"Coaching, Audit, ITIL, Communication"
20885,Besma Ferchichi,besma.ferchichi550@live.com,formateur,+21693800257,Tunisie,Gabès,1974-04-11,"Analyse de données, Gestion de projet"
20886,Slim Karoui,slim.karoui241@yahoo.fr,formateur,+21651159579,Tunisie,Gabès,1994-11-09,"Formation professionnelle, Cloud computing, ITIL, Mentoring"
20887,Sofiane Khedher,sofiane.khedher560@hotmail.com,formateur,+21659681418,Tunisie,Jendouba,1982-05-26,"E-commerce, Mentoring, Qualité, Machine learning"
20888,Salah Chihaoui,salah.chihaoui281@yahoo.fr,formateur,+21691474013,Tunisie,Nabeul,1976-09-12,"Coaching, Analyse de données, Formation professionnelle, Marketing digital, Leadership"
20889,Taoufik Jemli,taoufik.jemli484@live.com,formateur,+21692242407,Tunisie,Siliana,1995-09-12,"Cybersécurité, Technologie, Certification, DevOps"
20890,Moez Gharbi,moez.gharbi597@live.com,formateur,+21626322366,Tunisie,Béja,1963-08-12,"Marketing digital, Innovation"
20891,Rania Trabelsi,rania.trabelsi12@laposte.net,formateur,+21656107849,Tunisie,Gafsa,1962-02-15,"Innovation, Blockchain, Lean management"
20892,Mohamed Chaieb,mohamed.chaieb492@yahoo.fr,formateur,+21655461162,Tunisie,Nabeul,1962-08-15,"Lean management, Finance"
20893,Hajer Miled,hajer.miled893@yahoo.fr,formateur,+21650558333,Tunisie,Monastir,1970-01-31,"DevOps, Audit, Veille technologique, Gestion de projet, Analyse de données, Innovation"
20894,Maroua Chedly,maroua.chedly992@laposte.net,formateur,+21629543829,Tunisie,Nabeul,1984-01-23,"E-commerce, Ressources humaines, Blockchain, Technologie"
20895,Ines Gabsi,ines.gabsi318@topnet.tn,formateur,+21690785106,Tunisie,Siliana,1985-03-08,"E-commerce, Marketing digital, Informatique, Qualité"
20896,Zouheir Rekik,zouheir.rekik114@live.com,formateur,+21625993132,Tunisie,Jendouba,1988-09-05,"IoT, Technologie, Analyse de données, Agile, Ressources humaines, Digital transformation"
20897,Hatem Chaieb,hatem.chaieb128@topnet.tn,formateur,+21657612736,Tunisie,Sousse,1995-04-25,"DevOps, Business intelligence, Audit, Stratégie d'entreprise"
20898,Maher Dridi,maher.dridi4@live.com,formateur,+21628972524,Tunisie,Ariana,1978-11-19,"Business intelligence, Conseil, Ressources humaines, Technologie"
20899,Amine Fkih,amine.fkih987@yahoo.fr,formateur,+21656755368,Tunisie,Béja,1991-04-15,"Cybersécurité, Cloud computing, Blockchain, Intelligence artificielle, Innovation, Coaching"
20900,Omar Ezzine,omar.ezzine608@yahoo.fr,formateur,+21627774277,Tunisie,Ariana,1971-04-10,"Management, Veille technologique, Agile, Communication, Certification, Développement web"
20901,Cyrine Laabidi,cyrine.laabidi163@orange.tn,formateur,+21699637080,Tunisie,Tozeur,1994-06-18,"Analyse de données, Coaching, Blockchain, Marketing digital"
20902,Mohamed Derbali,mohamed.derbali729@hotmail.com,formateur,+21692568418,Tunisie,Siliana,1960-05-31,"Agile, E-commerce"
20903,Amine Jelassi,amine.jelassi483@live.com,formateur,+21690288811,Tunisie,Gabès,1980-04-08,"Formation professionnelle, Qualité, Communication, Marketing digital, IoT"
20904,Rim Bouaziz,rim.bouaziz255@orange.tn,formateur,+21625450891,Tunisie,Kairouan,1965-10-11,"Cybersécurité, ITIL, Coaching"
20905,Hichem Mabrouk,hichem.mabrouk244@live.com,formateur,+21694523821,Tunisie,Sidi Bouzid,1994-11-16,"ITIL, Gestion de projet, Marketing digital"
20906,Sonia Fatnassi,sonia.fatnassi93@gmail.com,formateur,+21699889332,Tunisie,Béja,1990-03-23,"Cloud computing, Informatique, Agile, Conseil"
20907,Imed Bouzid,imed.bouzid305@topnet.tn,formateur,+21621220621,Tunisie,Tozeur,1974-07-13,"Marketing digital, Management, Qualité, E-commerce"
20908,Amine Dridi,amine.dridi54@yahoo.fr,formateur,+21653616815,Tunisie,Tozeur,1977-10-02,"Analyse de données, Intelligence artificielle"
20909,Kenza Mrad,kenza.mrad389@gmail.com,formateur,+21621572748,Tunisie,Manouba,1991-08-13,"Technologie, E-commerce"
20910,Youssef Laabidi,youssef.laabidi766@yahoo.fr,formateur,+21659014548,Tunisie,Sousse,1978-07-17,"IoT, Cloud computing"
20911,Makram Marzouki,makram.marzouki309@yahoo.fr,formateur,+21695408454,Tunisie,Tunis,1983-08-05,"Blockchain, Développement web, Gestion de projet, IoT, Conseil"
20912,Samir Dhouib,samir.dhouib605@live.com,formateur,+21656011348,Tunisie,Sousse,1982-03-17,"Machine learning, Informatique, Mentoring, Gestion de projet"
20913,Hedi Kammoun,hedi.kammoun402@hotmail.com,formateur,+21693483167,Tunisie,Ben Arous,1993-12-19,"Entrepreneuriat, Informatique, Conseil, Innovation, Leadership, Cybersécurité"
20914,Wafa Chihaoui,wafa.chihaoui334@topnet.tn,formateur,+21626570222,Tunisie,Ben Arous,1975-09-26,"Qualité, Blockchain, Cloud computing, Formation professionnelle, Mentoring, Finance"
20915,Hiba Jazi,hiba.jazi106@outlook.com,formateur,+21694749487,Tunisie,Kasserine,1970-09-03,"Cybersécurité, Qualité, Management"
20916,Olfa Ben Youssef,olfa.ben.youssef653@yahoo.fr,formateur,+21653824100,Tunisie,Kasserine,1980-12-18,"Informatique, Machine learning"
20917,Thouraya Bouaziz,thouraya.bouaziz173@topnet.tn,formateur,+21696336979,Tunisie,Kasserine,1992-11-01,"IoT, Cybersécurité, Coaching"
20918,Dali Laabidi,dali.laabidi956@yahoo.fr,formateur,+21658931064,Tunisie,Tataouine,1967-11-04,"Mentoring, Lean management, Analyse de données, Coaching, Informatique, Qualité"
20919,Dali Nasri,dali.nasri37@hotmail.com,formateur,+21659161614,Tunisie,Siliana,1982-07-02,"Machine learning, Formation professionnelle, Intelligence artificielle, Technologie, Finance"
20920,Ghada Kammoun,ghada.kammoun498@live.com,formateur,+21655525392,Tunisie,Mahdia,1971-02-14,"Digital transformation, IoT, Mentoring, DevOps"
20921,Olfa Ghali,olfa.ghali713@gmail.com,formateur,+21697747778,Tunisie,Tunis,1984-09-11,"Leadership, Cloud computing"
20922,Fatma Fourati,fatma.fourati923@live.com,formateur,+21652782237,Tunisie,Gabès,1965-01-11,"Coaching, Conseil"
20923,Chedly Feriani,chedly.feriani248@live.com,formateur,+21698414653,Tunisie,Kébili,1978-09-07,"Ressources humaines, Intelligence artificielle, Qualité, ITIL, Agile"
20924,Amine Hadj,amine.hadj976@yahoo.fr,formateur,+21698446628,Tunisie,Béja,1961-08-04,"Communication, Formation professionnelle, Analyse de données, Mentoring, Management, Leadership"
