ID,ID Utilisateur,Nom Utilisateur,Formation,Compétences Avant (moyenne),Compétences Après (moyenne),Progression (%)
18922,21832,Nader Ghanmi,ITIL 4 Foundation - Gestion des Services IT,4,6.25,225
18923,21283,Rami Hajji,ITIL 4 Foundation - Gestion des Services IT,4.25,8,375
18924,21174,Bassem Labidi,ITIL 4 Foundation - Gestion des Services IT,3.25,7,375
18925,20980,Zied Landolsi,ITIL 4 Foundation - Gestion des Services IT,3.25,8.5,525
18926,21215,Ghada Ben Ahmed,ITIL 4 Foundation - Gestion des Services IT,2.25,6.75,450
18927,21054,Farah Chedly,ITIL 4 Foundation - Gestion des Services IT,2.5,6.75,425
18928,21023,Chiraz Fatnassi,ITIL 4 Foundation - Gestion des Services IT,4,5.75,175
18929,21288,Chedly Hadj,ITIL 4 Foundation - Gestion des Services IT,3.25,7.5,425
18930,21292,Bilel Hmida,ITIL 4 Foundation - Gestion des Services IT,3,6.25,325
18931,21172,Emad Dhouib,ITIL 4 Foundation - Gestion des Services IT,3.25,6.5,325
18932,21179,Nader Maaloul,ITIL 4 Foundation - Gestion des Services IT,3.75,7.25,350
18933,21289,Nour Bouaziz,ITIL 4 Foundation - Gestion des Services IT,5.25,7.5,225
18934,20979,Nader Mejri,ITIL 4 Foundation - Gestion des Services IT,4.5,6.75,225
18935,21336,Zohra Khedher,ITIL 4 Foundation - Gestion des Services IT,3,6,300
18936,20981,Kenza Mestiri,ITIL 4 Foundation - Gestion des Services IT,3.25,7.75,450
18937,21166,Ghazi Marzouki,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,7.5,350
18938,21362,Wael Ezzine,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2,4.5,250
18939,21228,Jihene Mahjoub,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4.25,8,375
18940,21288,Chedly Hadj,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2,5.75,375
18941,21030,Hichem Ben Salah,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2.5,7.75,525
18942,21252,Ghada Jelassi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3.25,6,275
18943,20973,Maroua Khlif,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5.25,8.25,300
18944,21182,Hana Khedher,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2.25,6,375
18945,21298,Kais Kammoun,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,7.75,375
18946,21366,Fethi Jouini,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,8.25,525
18947,20996,Taoufik Ktari,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4.75,7.25,250
18948,20994,Bilel Sellami,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3.25,5.25,200
18949,21305,Taoufik Fourati,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3.75,8.25,450
18950,21046,Myriam Dhouib,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,7.75,275
18951,21374,Amine Ben Ahmed,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4.5,7,250
18952,21407,Lobna Karray,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4.25,6,175
18953,21044,Samir Ferchichi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3.75,8.25,450
18954,21029,Sami Dali,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3.25,7.5,425
18955,21213,Emad Gabsi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4.5,8,350
18956,21166,Ghazi Marzouki,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2.25,7,475
18957,21362,Wael Ezzine,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3.75,9.5,575
18958,21642,Fares Ben Ali,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4.25,6.25,200
18959,21094,Wael Labidi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,6,300
18960,21252,Ghada Jelassi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",6,8.25,225
18961,20977,Lobna Neffati,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3.5,6.5,300
18962,21392,Imed Feriani,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4.5,8,350
18963,21263,Chedly Layouni,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,7.25,325
18964,21298,Kais Kammoun,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3.25,7.75,450
18965,21366,Fethi Jouini,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",6,7.75,175
18966,20996,Taoufik Ktari,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4.75,6.25,150
18967,20994,Bilel Sellami,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,7.5,250
18968,21046,Myriam Dhouib,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3.5,7.75,425
18969,21374,Amine Ben Ahmed,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,8.25,425
18970,21324,Hana Dali,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2.75,5.75,300
18971,21407,Lobna Karray,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,6.75,275
18972,21044,Samir Ferchichi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4.25,7.75,350
18973,21029,Sami Dali,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4.5,8,350
18974,21213,Emad Gabsi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2.25,8.5,625
18975,21166,Ghazi Marzouki,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,8.75,375
18976,21642,Fares Ben Ali,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3.5,7,350
18977,21228,Jihene Mahjoub,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3.75,8,425
18978,21288,Chedly Hadj,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",6,7.75,175
18979,21108,Aymen Guizani,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,8.25,425
18980,21030,Hichem Ben Salah,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4.25,7.5,325
18981,21094,Wael Labidi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4.25,8.25,400
18982,21252,Ghada Jelassi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4.5,7,250
18983,21392,Imed Feriani,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3.5,6.25,275
18984,20973,Maroua Khlif,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4.25,7,275
18985,21182,Hana Khedher,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3.5,7,350
18986,21263,Chedly Layouni,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,5.75,175
18987,21298,Kais Kammoun,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3.25,6.75,350
18988,21366,Fethi Jouini,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4.5,7.25,275
18989,20996,Taoufik Ktari,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3.5,8,450
18990,21305,Taoufik Fourati,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,6.75,275
18991,21046,Myriam Dhouib,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2.75,7,425
18992,21374,Amine Ben Ahmed,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4.75,7.5,275
18993,21324,Hana Dali,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,7.25,325
18994,21407,Lobna Karray,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4.5,7,250
18995,21044,Samir Ferchichi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,7,300
18996,21213,Emad Gabsi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,8.75,475
18997,21362,Wael Ezzine,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",6.25,8,175
18998,21642,Fares Ben Ali,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5.75,8.5,275
18999,21228,Jihene Mahjoub,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2.75,7.5,475
19000,21288,Chedly Hadj,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2.75,6.75,400
19001,21108,Aymen Guizani,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3.25,6,275
19002,21030,Hichem Ben Salah,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3.25,6.75,350
19003,21094,Wael Labidi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,8.25,525
19004,21392,Imed Feriani,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2,7.25,525
19005,21182,Hana Khedher,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,8.25,325
19006,21263,Chedly Layouni,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2.75,7.75,500
19007,21298,Kais Kammoun,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,8,400
19008,21366,Fethi Jouini,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5.75,9.25,350
19009,21009,Adel Meddeb,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,6.25,325
19010,20996,Taoufik Ktari,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4.75,8.75,400
19011,20994,Bilel Sellami,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3.5,7.75,425
19012,21374,Amine Ben Ahmed,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,7.25,425
19013,21324,Hana Dali,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3.5,6.75,325
19014,21407,Lobna Karray,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2.25,8.75,650
19015,21044,Samir Ferchichi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,8,400
19016,21029,Sami Dali,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3.75,7.75,400
19017,21213,Emad Gabsi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3.75,9,525
19018,21426,Yasmine Dridi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.75,7,325
19019,21134,Lobna Fourati,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",5.75,7.75,200
19020,21326,Walid Fatnassi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2.25,5.25,300
19021,20979,Nader Mejri,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4,7.25,325
19022,21252,Ghada Jelassi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2,5.5,350
19023,21231,Dalila Hmida,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.5,7.5,400
19024,21212,Dalila Omrani,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4,6.25,225
19025,21217,Omar Hachicha,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4,6.25,225
19026,21211,Hana Derbali,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.75,7.5,375
19027,21960,Hichem Ouali,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",1.75,3.75,200
19028,21839,Wided Hadj,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4.25,7.75,350
19029,21867,Aymen Guesmi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2,6.25,425
19030,21723,Yasmine Kammoun,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.5,5.5,200
19031,20818,Test Apprenant,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.75,7.25,350
19032,21806,Chiraz Ghali,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.25,8.5,525
19033,21675,Yasmine Meddeb,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2.75,7.25,450
19034,21173,Latifa Chebbi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4.25,7,275
19035,21783,Bassem Karoui,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.75,7.5,375
19036,21757,Maher Mahjoub,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4.5,7.5,300
19037,21771,Karim Fourati,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.75,8,425
19038,21740,Wided Ben Youssef,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4.25,8,375
19039,21754,Mehdi Gabsi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",6,8.75,275
19040,21187,Emad Laabidi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",5.75,8.75,300
19041,21426,Yasmine Dridi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",6.25,9,275
19042,21134,Lobna Fourati,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",5,8.5,350
19043,21252,Ghada Jelassi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",1.75,5.75,400
19044,21231,Dalila Hmida,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.5,7.5,400
19045,21212,Dalila Omrani,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3,5,200
19046,21217,Omar Hachicha,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4.5,7.5,300
19047,21211,Hana Derbali,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.5,8,450
19048,21960,Hichem Ouali,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.5,8.5,500
19049,21867,Aymen Guesmi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",5.5,7,150
19050,21723,Yasmine Kammoun,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4.75,7.25,250
19051,20818,Test Apprenant,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4.75,7.75,300
19052,21675,Yasmine Meddeb,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",5,7.5,250
19053,21173,Latifa Chebbi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2.25,8,575
19054,21783,Bassem Karoui,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",5,8.5,350
19055,21757,Maher Mahjoub,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.75,6.75,300
19056,21771,Karim Fourati,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.25,7,375
19057,21740,Wided Ben Youssef,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2.5,6,350
19058,21754,Mehdi Gabsi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.75,7.25,350
19059,21187,Emad Laabidi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",5.5,8.25,275
19060,21426,Yasmine Dridi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.75,6.75,300
19061,21134,Lobna Fourati,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.5,7,350
19062,21326,Walid Fatnassi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4.5,7,250
19063,21104,Fatma Mestiri,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.25,6.5,325
19064,21252,Ghada Jelassi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4.5,8,350
19065,21196,Fethi Maaloul,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.5,9.25,575
19066,21217,Omar Hachicha,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2.75,7.25,450
19067,21960,Hichem Ouali,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2.75,7.5,475
19068,21839,Wided Hadj,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",5,9.25,425
19069,21867,Aymen Guesmi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",5.75,8.5,275
19070,21723,Yasmine Kammoun,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",5.5,9,350
19071,20818,Test Apprenant,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.25,8.75,550
19072,21806,Chiraz Ghali,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.75,7.5,375
19073,21694,Intissar Gharbi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2.5,7.5,500
19074,21675,Yasmine Meddeb,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.5,6.25,275
19075,21738,Hajer Benhassan,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4.75,9.5,475
19076,21173,Latifa Chebbi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.5,7.75,425
19077,21783,Bassem Karoui,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.5,6,250
19078,21843,Yasmine Fkih,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",5,7.25,225
19079,21043,Youssef Jemli,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3,8.75,575
19080,21771,Karim Fourati,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3,7.25,425
19081,21740,Wided Ben Youssef,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.5,8.5,500
19082,21754,Mehdi Gabsi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.75,7.5,375
19083,21187,Emad Laabidi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2.75,5.25,250
19084,21426,Yasmine Dridi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4.5,7.5,300
19085,21134,Lobna Fourati,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4.75,7.75,300
19086,21326,Walid Fatnassi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",5,6.75,175
19087,21104,Fatma Mestiri,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3,6.75,375
19088,21252,Ghada Jelassi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4.5,7.25,275
19089,21231,Dalila Hmida,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3,6,300
19090,21212,Dalila Omrani,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4,7.5,350
19091,21196,Fethi Maaloul,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4.5,7.25,275
19092,21217,Omar Hachicha,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",5,7.5,250
19093,21211,Hana Derbali,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.75,7.5,375
19094,21839,Wided Hadj,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2.25,7,475
19095,21723,Yasmine Kammoun,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",5.5,9.5,400
19096,20818,Test Apprenant,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3,8.25,525
19097,21806,Chiraz Ghali,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3,6.75,375
19098,21694,Intissar Gharbi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4,8.75,475
19099,21738,Hajer Benhassan,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",1.75,8,625
19100,21173,Latifa Chebbi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2.75,7,425
19101,21783,Bassem Karoui,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4.75,8.25,350
19102,21843,Yasmine Fkih,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.75,7.75,400
19103,21757,Maher Mahjoub,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4.75,7.75,300
19104,21043,Youssef Jemli,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4.25,9,475
19105,21426,Yasmine Dridi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.25,6.75,350
19106,21134,Lobna Fourati,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",5,8.25,325
19107,21326,Walid Fatnassi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2.25,7,475
19108,21104,Fatma Mestiri,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.25,7.75,450
19109,21212,Dalila Omrani,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4.25,6.5,225
19110,21196,Fethi Maaloul,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4.75,6.75,200
19111,21217,Omar Hachicha,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4.5,7,250
19112,21960,Hichem Ouali,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4.5,8,350
19113,21839,Wided Hadj,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3,6.75,375
19114,21867,Aymen Guesmi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",5.75,9,325
19115,20818,Test Apprenant,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2.75,6.5,375
19116,21694,Intissar Gharbi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.25,7.5,425
19117,21783,Bassem Karoui,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4.75,8.75,400
19118,21843,Yasmine Fkih,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.75,8,425
19119,21757,Maher Mahjoub,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.5,6.25,275
19120,21771,Karim Fourati,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.25,8.25,500
19121,21740,Wided Ben Youssef,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3.25,6.75,350
19122,21754,Mehdi Gabsi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3,7,400
19123,21187,Emad Laabidi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",5.25,8.75,350
19124,21100,Mehdi Ezzine,"ITIL 4 Strategist: Direct, Plan and Improve",3.5,7.5,400
19125,21039,Fatma Dhouib,"ITIL 4 Strategist: Direct, Plan and Improve",4.75,7.25,250
19126,21439,Samia Chaabane,"ITIL 4 Strategist: Direct, Plan and Improve",6.5,8.5,200
19127,21584,Najoua Louati,"ITIL 4 Strategist: Direct, Plan and Improve",2.5,6.25,375
19128,21776,Noureddine Hachicha,"ITIL 4 Strategist: Direct, Plan and Improve",3,7,400
19129,21666,Wided Meddeb,"ITIL 4 Strategist: Direct, Plan and Improve",3.25,8.25,500
19130,21754,Mehdi Gabsi,"ITIL 4 Strategist: Direct, Plan and Improve",4,8,400
19131,21852,Sami Labidi,"ITIL 4 Strategist: Direct, Plan and Improve",4.25,8.25,400
19132,21582,Bassem Hajji,"ITIL 4 Strategist: Direct, Plan and Improve",4,7.5,350
19133,21672,Lobna Chihaoui,"ITIL 4 Strategist: Direct, Plan and Improve",5,7.75,275
